,0
13570,가해자새끼들은 절대 절대 절대 바뀌지않는다.<br>인간이 쉽게 변하지 않듯이...<br>근본자체가 못돼쳐먹은것들이라...
13571,아 후련해!!!!!<br>현실에서도 저런 일이 많앗으면..<br>내 꿈이겟지만<br>악한 사람이 제대로 벌 받는 세상이엇으면 좋겟다
13572,아 이제훈 진짜 잘생겼네 ㄷㄷ
13573,아 눈물나 ㅜㅜ 감동
13574,"밀양 자매 집단 성폭행 사건의 가해자들은 이런 거 보면 어떤 생각/느낌일까요??? 당시 피해자들과 그 가족들은 가해자들의 가족들과 그 주변 사람들에게 2차 가해까지 가혹하게 당해서 피해자 가족들은 풍비박산 났는데 그 가해자들은 일상 생활 잘하고 있지요. 거기다가, 가해자들의 여자 친구였던 황선미라는 그 가해 여학생은 그 지역 경찰이 되고 승진도 하고 결혼까지 했더군요. 이젠 아이도 낳았겠네요. 꼭 지발 자기랑 똑같은 딸 낳아서 그 피해학생들 당한 것과 똑같은 짓 당하기를 빕니다."
13575,이런거보면 학창시절 순탄히보낸것도 복이다..
13576,"와,,,이거 ㄹㅇ 개꿀잼 ㄷㄷ"
13577,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=11m22s"">11:22</a> 넷마블 광고"
13578,미장센 좋다
13579,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=14m37s"">14:37</a> 연기 실화?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
13580,ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 연기 미치겠다
13581,이에는 이 눈에는눈 역지사지 존멋탱
13582,ㅋㅋㅋㅋㅋ 학폭 가해자 이나은이 이거 계속 했으면 욕 오지게 먹었겠다 진짜ㅋㅋㅋㅋㅋ
13583,@준성 ?? 언어폭력도 학폭이죠. 따돌림 자체 다 포함된다고 보면됨. 상대가 괴로워하면 그건 더 이상 장난이 아님
13584,@제가 예쁘다면 구독눌러주세요 후훙 거 얼굴도 모르는 사람의 관상을 어찌알란 말이오
13585,@박준현 학교폭력은 안했다쳐도 어쨌든 누군가를 왕따시키고 괴롭힌 &#39;가해자&#39;이잖아 ㅋㅋㅋ 그런애가 드라마속에서 정의의 사도같은 역할을 한다는게 어이없다는거지;;
13586,@박준현 학교폭력도 자퇴하기 전까지 쭉 가해자랑 같이 있어야 되는 곳이고 그룹내왕따도 탈퇴하기 전까지 계속 함께 얼굴보면서 지내야 되는데 말뜻만 다르지 하는 행동은 그거랑 똑같은 거 아니냐는 뜻인데 맥락파악못하고 학폭이랑 그룹내왕따가 같은 뜻이냐 웅앵 거리면 머 어쩔 수 없는 거고...ㅎ  머 실드치고싶으면 그렇게 사세용 아무도 안 말림...
13587,좀만더해줘!! 이세상에서 사라지게 ㅎㅎ
13588,아주 좋아
13589,"물론 법이 해결하지 못하는 부분을 직접 나서 해결한다는 통쾌함도 중요하겠지만<br>개인적으로 이 장르가 약간 다크히어로물이라고 생각된다. 단순한 해결과 정의구현이 아닌 어떻게보면 똑같은 잔혹한 짓을 함으로써 목표를 달성하는 방식, 마치 &#39;말콤X&#39;의 생각을 드라마속 현재 시대에 구현해놓은 느낌. 그저 이 드라마로 인해서 따뜻함만을 쳐다보기보단 그 이면과 아이러니함에 대해서도 충분히 생각한다면 정말로 명작이 될 수 있을 것 같다."
13590,이제훈 너무 좋아 💜💜💜💜💜
13591,표예진 역에 이나은 애초에 안 어울리구만 아무리 인기가 좋아도 캐스팅 졸라 별로였구나
13592,진짜 통쾌한데 그 과정들 진짜 존나게 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
13593,"학교는 악인들을 찾아내는 역할도한다.<br>학교에서 학폭을 일삼던 애들은 보이지않는 기록이남고,<br>성인이된 후 정치인, 연예인, 고위직 공무원 등은 할 수없게된다."
13594,저 학주 쌤 인가 태도 바뀌는거 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
13595,10대의 어린 학생들이 왜 저런 학폭을 할 마음이 드는지..넘 맘아프고 씁씁하지만...그래도 이런 드라마로 사회정의의 소리를 내주니..넘 감사하네요..감사합니다..
13596,스파르타?
13597,와 이거 이런 드라마였어?<br>알고리즘 탔더니..재밌네
13598,나쁜놈이 잘생겼냐 짜증나ㅜ<br>마지막에 친구가 옆에서 치근덕대는거 넘 슬포
13599,이제훈은 정말 잘 생겼어요.그의 연기는 아주 좋다.이 드라마 정말 좋아
13600,체다치즈 2팩<br>케찹 한개<br>베이컨 한팩<br>다진마늘<br>열라면 이랑 짜파게티<br>에이스 한개
13601,세상에 공짜가 없는게 더 좋군요<br>저정도면 저렴하다는
13602,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=6m22s"">6:22</a> 남자애 진심 전정국 개닮음 전정국인줄알고 다시봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
13603,오 살짝 닮았네 느낌 있네.. 왜 저런 애 없지 우리 학교에는..?
13604,매우 흥미로운 이야기
13605,어 쟤 걔잖아 리타럽 예찬이
13606,난 왜 여기서 최형욱이 좋은거지..&gt;&lt;
13607,드라마지만...그래도~ <br>속이 뻥~!!! 뚫린것 같은 느낌은 뭐죠??^^ <br>이젠..속시원해지는 드라마~..<br>&quot;모범택시&quot;로인해 불금이 기다려 지네요~😁👍🍀
13608,이런거 볼때마다 솔직히 학폭한 애들은 처벌을 받아야함 쓰레기 같은 사람들
13609,솔직히 저번화만 봐서 그런지 재미가 없었는데 4화 보고나니까 어후 통쾌하드라..현실엔 저런거 있으면 좋겠다..
13610,옥상에서 확 밀쳐버린거 진짜 너무 짜릿햇다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기서 밀쳐지는 딱 그 순간의 느낌은 저 새끼 절대 못잊겟지
13611,여자캐릭터에 대한 사이다전개도 있었으면 좋겠다
13612,500$ 🧾🧾🧾🧾
13613,대빵재밌다😃
13614,예찬이형 나쁜 연기 개 잘하네..
13615,웹툰 참교육이랑 비슷하네용ㅎㅎ재밌겠다 드라마
13616,감스트 아프리카 은퇴 검색 레알 ㅋㅋㅋㅋ
13617,모범택시 웹툰이 원작입니다 드라마는 유쾌하고 시원하게 나오지만 원작인 웹툰은 많이 다크해요ㅜ 잔인하기두하구요 드라마라 좀 각색해서 방영하는거에요
13618,많이 다크해서 저걸 어떻게 풀어내려나 했는데 드라마는 확실히 대중적이네요
13619,최현욱 존잘 ㅠㅠㅠㅠ 이제 승승장구해라
13620,진짜 연기력 지리네 드라마도 역대급으로 재미있네
13621,넘 재밌게 보고 있네용ᆢ<br>내용도 풀어가는 방식도  좋습니다ᆢㅎㅎ
13622,이거 웹툰 참교육이랑 비슷한데
13623,@안녕 아 감사합니다
13624,모범택시도 웹툰이 원작입니다 참교육보다 먼저 연재된 웹툰이구요 원작은 너무 어둡고 잔인해서 많이 순화시킨거임
13625,이제훈 연기 개킹받아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
13626,@[중탄소년단] 구독자 2.5만명 만들기 형 진짜 팬이에오ㆍ 형 ㄷ니딧늬
13627,ㄹㅇㅋㅋㅋㅋㅋㅋ
13628,@Heradio  .
13629,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=12m15s"">12:15</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃김"
13630,저 예쁘게 생기지 않았나요?
13631,눈물난다 현실은 저거에 쥐똥만큼도 돌려줄수 없다는게 내가 당했던거 만큼 잘살면 되는거 겠지
13632,ost도 너무 통쾌함ㅜㅜ
13633,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=18m51s"">18:51</a> 학폭자들 똑같이 당해라 ㅋㅋ"
13634,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=3m37s"">3:37</a> 여자쌤."
13635,바둑두는데 대마덜린게 겁나웃김 ㅋㅋㅋ
13636,다들 수고하셨습니다<br>운행 종료하겠습니다^^
13637,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=14m50s"">14:50</a>  액션씬 너무짤랏다ㅠㅠ"
13638,예촨아 너 와그러뉘
13639,은근 맥이는거 약올라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
13640,이게 복수지 ㅋㅋㅋ
13641,"드라마 마지막 장면에 &#39;나이가 어리다고 죄가 가볍지는 않습니다. &#39; 학교폭력 신고 번호까지 나오는 장면에서 감동~<br>촉법 소년은 없어져야 합니다. 선거 투표권은 주면서, 50년 전에 만들어진 법으로 촉법소년이란 이유로 처벌을 안하는건 피해자보다 가해자를 위하는 법이라고 생각합니다. &#39;아이들은 어른들이 생각하는 것 처럼 이제 순진하거나 착하지 않습니다.&#39; 초등 아이 학교 오픈 클래스 갔을때 담임 선생님께서 한 말씀으로...  그때 이 말을 듣고 저도 아이를 더 객관적으로 보려고 합니다."
13642,솔직하게 드라마처럼되면 좋겠지만..현실은 전혀<br>그렇지 않다는거 이것이 팩트!!!! 학교도 그렇고..<br>경찰도 그렇고..그런데 그거 아나?? 누구나 세상에<br>태어나면 살아온날과 가는날은 정해져있지 않다는<br>거 그리고 그 머나먼 저승길갈때에 죗값받는다는거<br>성별 다 떠나서 약자앞에서 강자로 군림하고 강자앞<br>에서 한없이 나약하고 비굴해지는 진정한 자존심과<br>자부심은 바로 그런것에서 세워야함 질풍노도 철없<br>을때 가해자들은 장난이였다 아무의미 없섰다 그렇<br>게 말하겠지만 학창시절에 일진이×학교짱이 벼슬인<br>줄아냐?? 시간지나고나면 더럽게 추한기억일뿐야~<br>가해자 너희들에게 진정한 강자는 약자위에 군림이<br>아니라 진정 나보다강한 강자와 대결하는것임 약자<br>위에 군림해봐야 그냥 가해자 니들은 양아치일뿐야<br>사과할수있을때 사과하고 용서받을수있을때 용서를<br>받길바람 지금 이 순간에도 누군가를 괴롭히고 있을<br>가해자들아ㅋㅋㅋ의외로 세상의 이치가 참 쉬워~!<br>세상은 넓은것이 아니라 좁디 좁다/학창시절에 약자<br>위에 군림하게되면 성인이되서 어느 직업군 어느 직<br>장에서 상사일지 맞선임일지 Ceo일지 모르니 겸손을<br>익히며 살아가길바람 옛말에 - 원수는 외나무다리에<br>서 만난다 - 라는 말이있음 가정형편 안좋고 뭐가안좋<br>고 그것은 구차한 궁핍한 핑계일뿐 그 악조건의 벽을<br>뛰어넘는것은 가해자 너 자신밖에없음 과거에 피해자<br>였다고 과거에 괴롭힘 당했다고 성인이되서까지 군림<br>하려하지마라 과거는 과거일뿐 지금이 아니다 과거와<br>현재를 동일시한다면 그건 가해자 니 착각이야 과거<br>에 그랬다고 나이먹어서까지 그러면 수치스럽고 부끄<br>럽고 쪽팔린줄알아야함 어디살던 어느지역이던 크게<br>상관은없음 책을보던 티비를보던 유투브를보던 제발<br>마음으로 깨달음이 있으면 좋겠음 그리고...피해자들<br>은 그럴수록 더 악착같이 살려고 발버둥치고 악착같<br>이 성공하려는 배움에 힘쓰도록 그리고 반항을하고~<br>맞았다면 두대를 맞더라도 한대는 때리고 어차피 쌍<br>방폭행일거 가해자는 명분없고 피해자는 명분있고!!<br>정히 괴롭히면 사시미던 주방칼이던 구해서 학교가라<br>가서 그냥 푹 담궈 미국이나 다른나라들은 무죄야!!!!<br>피해자인 내가 죽게생겼는데 가해자인권따위는 안중<br>에도 없음 절대 네버 훗날에 내 자식에게 학폭이생긴<br>다면 나는 그냥 그자리에서 죽여버리고 큰집갈꺼임~<br>((큰집-&gt;교도소)) 그래서 일본을보면 법이 아예 바뀌<br>었음 사회생활하면 학교보다 더한 강자들이 즐비함..<br>학교다닐때는 모두가 동일선상 동일위치이지만 졸업<br>하면 그 순간부터는 무한경쟁 아주 오래전에 일진이<br>고 학교짱이였던 인간들치고 제데로 직장구하지도 못<br>하고 학교도 중퇴자퇴해서 이력서에 변변하게 없더라<br>컵에서 업질러져 쏟아진 물은 두번다시 담을수없듯이<br>내 자신의 과거의 흑역사도 되돌릴수없음 한번사는...<br>인생똑바로살기를 성인이되어서 용서빌고 사과하고~<br>이미 아무런 의미가 1도없음 아마 모든 범죄에 전과로<br>기록이 남는다면 좋겠음 학폭&lt;중.고.대&gt;까지도 사회<br>에서의 괴롭힘 왕따까지도 진정한 책임이란 이런것같<br>음
13643,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=18m55s"">18:55</a> 파수꾼의 기태!!!ㅠㅠㅠ"
13644,꼬시다
13645,제훈이형 존멋
13646,재밌어 드라마가...통쾌하고...학폭은 진짜 사라져야됨. 어린 아니들의 꿈을 일그러지게 할수있는 경험중 하나임.
13647,이거보고 이제훈 원픽됨ㅋㅋ 연기오짐👍👍👍
13648,저런 드라마가 현실이 되는날이 올까?<br>강한 학생들이 약한 학생들을 보호해주는 날이 왔으면...
13649,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=20m37s"">20:37</a>~<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=21m26s"">21:26</a> 눈물나네ㅠㅠ"
13650,발로 차버리는데 소름이 쫘악.... 대박이다. 정말
13651,최현욱 잘생겼네
13652,다른것보다 가해자입에서 죄송합니다 잘못했습니다 라는 말 나오는거보니 너무 시원하다. 나도 저 말을 듣고싶었던건데..
13653,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=14m24s"">14:24</a> 사투리 연기 진짜 못하네"
13654,크으 꿀잼이네;; 완결나면 몰아서 본다
13655,드라마 한번 시원시원하구만 볼맛나네~
13656,학폭짓거리 하는것들 저렇게 복수해주는 사람들 있으면 <br>참 좋겠다.
13657,고증실패<br>1. 학교에선 학생들이 저렇게 교복을 철저하게 다 입고 다니지 않음. 체육복이 80프로. 그마저도 사복추리닝 왜 못입게하냐고 개김.<br>2. 웬만한 학교에선  모 교사가 기간제 샘인 걸 알리지 않음.<br>3. 요즘 가정방문은 장기결석자가 아니고선 웬만해선 교사가 먼저 하지 않음.<br>4. 양아치급 학생들은 ~합니까 등의 말투를 잘 안씀.
13658,이 시대에 참 필요한 드라마네요 이런 드라마를 학폭가해자가 준비했었다니 대본보면서 무슨생각을 했을까요 이나은씨는
13659,세상에 어떤 일진이 교복입고 다니냐
13660,장학증서 줄때 쫄면에 돈까스 먹다 오열했네 왜운건지 모르겠는데 그냥 눈물 나옴ㅠㅠ
13661,펜트하우스도 이러다 지금까지 보게됐지... 스브스는 꼬옥 4회가 펙트더라
13662,저런 중고딩은 3일에 한번씩 소년원에서 트라우마 생길때까지 패야 하는데.<br>쓰레기들을 왜 감싸주는거야
13663,여자선생님 역할 찰떡이네ㅋㅋㅋ 학교에서 본 것같음ㅋㅋㅋ
13664,이거 재밌네
13665,이거 방영하고 병크터졌어야 더 조롱받는건데 아쉽네
13666,드라마 하기 전에 터져서 얼마나 다행이냐ㅋㅋㅋ 드라마 하는 도중에 터졌으면.... 어후 내용도 이런 내용인데ㅋㅋㅋ
13667,이제훈은 연기 진짜 잘하는것같다...
13668,닉넴이 같네
13669,?
13670,탐정 홍길동 추천요.<br>거기서도 어찌나 명쾌한지요.<br>악인에게는 악으로 대하는 역할이예요.<br>저는 여러번 봤어요.^^
13671,이제훈은 연기 최고져
13672,양아치들이 교복을 완벽하게 입고있네 ㅋㅋㅋㅋㅋㅋㅋ
13673,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=20m05s"">20:05</a> 옆테 무슨일이여"
13674,펜트 마렵
13675,뚱땡이 연기 ㅈㄴ어색함
13676,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=19m52s"">19:52</a> 3,402,000.....ㄷㄷ."
13677,대단한 드라마가 하나 나왔다 !! ㅎ
13678,최현욱 사랑해❤️❤️❤️
13679,일진애들 못생긴 애들로 잘 섭외했네 ㅋㅋ
