,0
105455,ㅋㅋㅋ 역시 형님 멋있습니다!!!<br>자랑스럽습니다~!!
105456,하 가슴이랑 어깨 삼두 조지고 나오니까 영상 올라왔네
105457,🔥 fighting
105458,또빨리끝났어ㅠㅠㅠㅠ
105459,고중량 사레레 함해볼까
105460,와 진짜 헬창들한텐 종국이 형님 유튜브 영상이 어떠한 선물보다도 좋을듯..
105461,야 이제 프사좀바꿔라 ㅋㅋㅋ
105462,복금운동 기대된다..!!
105463,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m38s"">1:38</a> 와…경이롭다"
105464,한 남자 ㅋㅋㅋㅋㅋ<br>한남 의식한건가 멋집니다 형님
105465,영어 자막도 좀 넣어주세욤~~^^
105466,오우 댓이 많다 와
105467,이건 진짜 도움이 된다
105468,어깨 조지러 갑니다
105469,진짜 형한테 운동 배워보고 싶다
105470,natural이라는 게 더 대단하다.<br>유혹도 많았을텐데...
105471,이분 헬스 트레이너 맞죠?
105472,사랑해....
105473,오 적을게 많다
105474,한남자
105475,뭔 말인지 모르지만 겁나 멋져보임
105476,어깨운동 중이엇는데 일단 이 세트만 마치고 바로 봐야겠당
105477,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=7m20s"">7:20</a> 뒤에 pt받는 멸치 시강 쩐다 ㅋㅋㅋㅋ"
105478,"쎈 척이 아니라 진짜 쎈 남자 ,,"
105479,👍👍👍👍👍
105480,아...내일부터 인클라인 벤치랑 플라이머신 사람들 줄서서 하고 있겠네.
105481,이 형 영상 진짜 쿠키 구워서라도 미리보고싶다ㅠㅠ
105482,한남자 제목 뭐야~ㅋㅋㅋㅋㅋ 센슼ㅋㅋ
105483,겨털 관리도 하시나요 형님
105484,와~~~벌써 135만명 ㄷㄷㄷㄷ 부럽습니다ㅜㅜ 역시 클라스가 다르십니다... 얼마 안하셨는데 벌써 구독자와 조회수가 ㄷㄷㄷㄷㄷ
105485,달다.
105486,어깨가 웅장해진다
105487,이걸 보면서 또 불타오릅니다.
105488,Wow😱😍😍😍😍😍😍😍😍😍😍😍😍😍oppa we love you and we love running man we are runners for Myanmar fan old runner🏃🏃🏃🏃
105489,퇴근하고 헬스장 가는 지하철에서 이 영상... 최고지..
105490,존멋이다
105491,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=11m52s"">11:52</a> 음식도, 힘도 남기지 않는 종국님.."
105492,I dont do Gym but Im watching because of you . Its fun <br><br>😂😂😂😂
105493,예능볼때랑은 또 다르게<br>몸이 진짜 좋으시네요… 후덜덜…<br>엄청난 노력에 존경을👏👏
105494,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=2m54s"">2:54</a>"
105495,어깨 운동만 &#39;본&#39; 남자
105496,Vid is out right after my morning workout 😍
105497,Kjk muscles are 😍😍
105498,오빠 멋있다 👍🏻👍🏻👍🏻
105499,Thanks for the subtitles!!
105500,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=8m45s"">8:45</a> 이 형 또 말로 채찍 때리네ㅎㅎ"
105501,근육.. 사람이냐 그와중에 개구쟁이모자 킬포
105502,형님 가슴 약하진거 맞습니까
105503,Checked ✅
105504,한동안 인클라인 벤치프레스 자리없겠네..
105505,&quot;운동은 GYM종국처럼&quot;
105506,"Never seen someone advocate for smaller range of motion with such high reps for lateral raises, I will try next time😁"
105507,다음 영상도 기대하겠습니다.
105508,“💪 “
105509,멋...멋있다..
105510,이분은 발라드 가수입니다
105511,슬슬 외국분들이 많아지네..
105512,LIVE 해주세요 ㅠㅠ
105513,어깨운동만 한 남자가 있어<br>삼각근이 너무 사랑스러워
105514,"&quot;저 처럼 운동하시면 저 정도는 돼요&quot;<br><a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=11m37s"">11:37</a> 이거다"
105515,wow !!! 그의 근육을 봐 🤣🤣🤣
105516,널좋아해💕💕💕
105517,진짜 수축지점에서 튕기는 리듬 예술이다 ..
105518,Mntp
105519,진짜가나타났다
105520,짐종국!!!!! 쵝오
105521,가즈아!!!!!
105522,"종국이 형님이 헬린이 였을때 어떤식으로 루틴,운동방법 했는지 궁금합니다 헬린이들은 헬스장 가서 벤치프레스 같은거 하기 힘들어요ㅠㅠ"
105523,매트깔고 덤벨 잡고 벤치프레스처럼 해도 자극 잘 와욥바닥에 땅 닿자마자 바로 푸시
105524,@김응모 태권도 선출도 달라요<br>군대 후임중에 2명이랑 운동 해봤는데 기본 힘은 있고 채력이나 깡이라고 할까요 그런 부분은 일반인보다 좋습니다만 선출이라고 빠를 순 있어도 초반부터 자극을 느낀다?? 이건 아님
105525,그냥 저기서 중량만 낮춰요
105526,자극도 어느정도 볼륨 생겼을때 느낄수 있음요…처음 시작하는 단계면 집에서 무분할로 최소 3주 빡시게 조져주세요. 푸쉬업 스쿼드 풀업등 대근육 위주로만 해주시고 소근육은 나중에 하세요ㅎㅎ  튜빙밴드 사용하셔도 좋구요ㅎㅎ 몸짱되세요 ㅅㄱ
105527,걍 자세 신경안쓰고 미세요 나중에 되면 좋아집니다 ㅎ 처음에 벤치하실깨 전면삼각근 많이 들어갈텐데 어느순간부터 가슴만 들어가요 ㅎㅎ 꾸준히 하는게 정답입니다
105528,플랫 벤치는 안한다…메모
105529,다음 제목은 &quot;머리부터 발끝까지&quot; 조지기 인가?
105530,오늘 귀찮아서 늦게가려했는데 마침 영상 올라왔네 개이득
105531,복근운동할때 쓰는 용품 이름이 먼가요
105532,제목 아재틱 한데 🤔  ㅎㅎ 컨셉 잘잡은듯
105533,he&#39;s at it again 🔥🔥🔥
105534,이고 보고 오늘은 어깨 운동한다 🙋‍♂️
105535,형님 약쟁이 새끼들이 네츄럴행세하는거 어찌 생각하십니까
105536,@fronteeth123 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 가왕+ 예능대상 수상자일뿐인데 ㅋㅋㅋㅋㅋ
105537,그걸 왜 피트니스 선수도 아닌 사람한테 물어봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
105538,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m36s"">1:36</a> 와 어깨..."
105539,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=8m12s"">8:12</a> ?? 편집 오류인가요?"
105540,종국이형 영상보면 당장이라도 구기종목이든<br>웨이트든 하고 싶어짐~!
105541,&quot;시험 끝난후 최고의 선택&quot;
105542,ㅋㅋㅋ 자랑하셔도됩니다 종국성님!!
105543,형 사레레❤️
105544,볼수록 멋지다......
105545,오늘 어깨하는 날 아닌데 어깨 마렵네요
105546,I don’t even work out but I’m here to fully support and I’m actually learning something  👏🏻
105547,볼륨수 미뗬네여 행임. 이거 하고 다음날 또 상체하나요????
105548,아 오늘 어깨하는데 좋았어!!
105549,어깨운동인거 어캐알고… 종국이형 사레레..❤️
105550,와 근육 너무 부럽다 어깨 측근에  뽑호 갈기고싶어요 형
105551,멋쩌요~~~~~~~~~~~~~~~~~~~
105552,헬스도 안하는데 왜 보고 있는 거지
105553,🔥🔥🔥🔥🔥
105554,"Favourite part <a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=12m08s"">12:08</a>"
105555,Favorite
105556,종국이형 나주거ㅓㅓㅓㅓㅓㅓㅓ
105557,한 남자 그에게 주어지는 목걸이
105558,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=3m27s"">3:27</a> 집중 많이 하&#39;느&#39; 오타 났어요"
105559,Yay!!! I was feeling so lazy yesterday with my work and then I watched last episode of 미운 우리 새끼 and felt so inspired to finish my work. there is no one who can motivate people to do a difficult task like you can. I am always inspired by kjk who always challenges himself and brings the best out of everyone. kim jong kook fighting!
105560,내가 이 사람에게 배워야할건 운동법보다 운동하는 마음가짐일지도...?
105561,맞는말인게 운동하려는 마음가짐만 있으면 운동법은 알아서 배우게 됨
105562,💪💪💪
105563,當然哥    有中文字幕嗎
105564,절대 못참는다
105565,Kookie💕💕😍😍😍😍 Saranghae...
105566,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=10m30s"">10:30</a> 오늘의 명언 나왔다"
105567,왜 런닝맨 멤버들이 김종국만 보면 기겁해서 도망가는지 알게되는 영상
105568,이 영상을 보고 있는순간에도 종국이형은 헬스장에서 운동하고 계실거 같아..
105569,ㄹㅇㅋㅋ
105570,ㄹㅇㅋㅋ
105571,💪💪💪
105572,하하와 유세윤이 김종국님 영상에 사용했는데<br>구독자수 차이 ㄷㄷ
105573,매일 기다리는 종국이형 영상~~♥
105574,영상 제목 센스 대박..😁👍 한 남자가 있어~💪💪♥
105575,ㅎ
105576,너무 무거워요... 그리고 제밌네요👍
105577,눈감으며 맛을느끼고있네ㄷㄷ
105578,짐종국 150만 가즈아~~~!
105579,요즘 너무 많은 정보들이 ㅋㅋ전문가나 바디빌딩을 업으로 하는 분들 수준으로 기준을 강요하는데.. <br><br>오늘 영상처럼 자기 신체 조건에 <br>맞게 부상안당하게 하는게<br>운동의 목적이자 궁극인거 같습니다
105580,"그러니까요. 전문가분들과는 (목적이 다르니) 당연히 다르겠지만, 뭔가 더 신선한 정보를 얻어가는 거 같아요. 자세를 골라 나에게 맞춰서 할 수 있는 정보들."
105581,진짜 취미로 하는 일반인들이 가장 보기 좋은 영상인듯 ㅋㅋㅋㅋ 듣기도 편하고
105582,아 행님 깔짝 이건 아니지
105583,Imagine HaHa would talk about jongkook&#39;s yt channel on Running Man and teasing him !😂😆
105584,Agreed 😅😃😁😆. <br>😀can&#39;t wait for Haha &amp; Jae Suk &amp; others close friends to come to tease him. They are brothers.
105585,I am also waiting for them to talk about this 😁
105586,just wait few more episode they sure talk about it in RM...maybe epi 564/565 like that...
105587,@Jessee Dominguez both surpassed in couple of hours*
105588,lmao i guess i wasn&#39;t the only one thinking about that
105589,"Hyung, I really wish you&#39;d make videos in the gym instead of talking separately on top of the video, it would be crazy to be a part of the video while you are in the workout😎😎😎😎<br>Like you starting the video from your house, getting ready for the gym then going to the gym and working out and finally post gym meal and some talking haha🤘🏻🤘🏻🤘🏻"
105590,great idea
105591,짬밥은 무시못하네 진짜 똑똑하게 운동하시네
105592,현재 좋아요 3000개 싫어요 4개 이게 말이되나 ㅋㅋㅋ 종국이형 좋아요 비율 쩐다 쩔어!!!
105593,운동 진짜 효율적으로 하시는구나.. 치열하게 하시는 편이시네 워낙 바쁘신 분이라 그런가 저정도로 템포 빠르게하면 심장 펌핑이 너무돼서 구토감 때문에 못하겠던데
105594,컨텐츠 떨어지면 노래영상 하나 실수로 올려주시면 안될까요 ㅠㅠ
105595,&quot;영상 제작은 내 운동 루틴을 따라간다&quot; - gym종국
105596,8분전은 못참지
105597,난 핼스영상은 당연히 안보고 심지어 핼스장 안이 어떻게<br>생겼는지도 모르는데 <br>GYM+종국 영상은 안가리고 다봄ㅋ
105598,오늘의 명언 &quot; 남의 등 운동이 아니잖아요. 내 등 운동이지 않습니까?&quot;
105599,종국아 결혼은할생각은 읍냐 언재까지 운동만할래
105600,Opppaaaaaaaa 💪💪💪💪 Break walnut 😍😍😍
105601,It was posted 10 minutes ago but already reached 19k views! The power of Spartakook! 😍 Daebak! 💪💪💪
105602,I love you
105603,his muscles are insane...
105604,이건 못참치
105605,헬스장에 이불만 피면 <br>살지 않겠나 ....<br>한국에 딱 한명 있음
105606,오늘은 어깨다
105607,오늘 어깨해야지
105608,몸 실화냐
105609,중간중간에 광고가 없어서 너무 좋다ㅠ
105610,개인적으로 궁금한게 있는데 김종국님 운동 초보 시절에는 근육통이 오면 운동을  <br>쉬셨나요? 아니면 통증을 즐기면서 그냥 하셧나요?
105611,I guess I am here too early.......no English subtitles yet 😭
105612,맛있는 운동
105613,런닝맨 맴버들 뿐만 아니라 심지어 운동선수들까지 이름표 등짝 처참히 찢기는 이유가 다 있었네....
105614,종국이형도 거의 운동선수지 초딩때 씨름부 중고등 태권도선수에 지금까지 헬스 복싱 조기축구 하고있는디
105615,김종국님 뵐때마다 느끼는건데<br>얼굴은 웃고계신데 항상 근육들은 화가나있어요ㅋㅋㅋ<br>멋지십니다!
105616,한남자....? 그 시절 은혜씨 저격인가요??
105617,근육 그리는 공부할 때 보기 좋을 것 같아요
105618,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=3m27s"">3:27</a> 집중을 많이한느 편입니다."
105619,신기하네 종국이형 가슴 약하다 생각했었는데 역쉬!
105620,맛있다
105621,종국이 형님도 프리웨이트 하시는구나.. 디스크땜시 안하실줄 알았어요ㅠ
105622,"제가 운동했던 가슴,어깨운동은 유산소였다는걸 오늘 깨닳았습니다."
105623,한남자가 사랑했던건 근육이었군...
105624,여기는 1빠를 하고싶어도 못하네
105625,운동하는 모습과 설명까지 진짜 완벽한 영상 👍
105626,딥다 ㅎㅇ
105627,형 근데 턱스크가 제법이다
105628,이거 보니까 김종국이 진짜 쌓인말이 많았단게 느껴진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하고싶은말 겁나많아 ㅋㅋㅋㅋㄱㅋㅋㅋㅋ오빠ㅋㅋㅋㅋ
105629,@아아으아아 세리머니클럽 재밌어요ㅋㅋㅋㅋㅋ
105630,ㅠㅠ좀더 영상이 길엇으면 바쁘셔서 그러실테지만ㅠ종국님 보기위해 하다하다ㅋㅋ세리머니 골프방송도 보고잇어요ㅋㅋㅋㅋㄲ
105631,헬스장 몸짱 아저씨들 과묵해보여도 한번 말걸면 끊도없이 운동 이야기 ㅡ
105632,@핑크 너보다 한심할까
105633,@prime mini 감사합니다 이분 인정ㅋㅋ
105634,종국이형 사랑해요
105635,오늘 운동은 이 영상으로 대신한다
105636,몇 년에 걸쳐서 직접 실천하며 보여준게 있어서 영상 하나하나에 신빙성이 너무 있다 ㅋ 시작하자 마자 구독자 수.. ㅋㅋ 계속 승승장구 하시길!
105637,I m back again to see kim muscle but i repeat again that i never gonna do any workout like him
105638,우와 이번에 13분짜리 영상이다!!!
105639,ㅗㅜㅑ
105640,헤헤 오늘 어깨 하는날인데 ㅎㅎㅎ
105641,oppa recent house tour please hehe or hangout wt rm members like vlog about things we didn’t see on cam🥺❤️
105642,나중에 영상에 나왔던 음악들 모아서 한 번 올려주시면 안될까요? 운동하면서 듣고 싶어요... 😶😶
105643,이건 안보러 올 수가 없는데 ㄷㄷ
105644,어깨할때 승모근이 같이 커지는건 어쩔수 없는건가요ㅠㅠ
105645,&quot;100kg 제로투&quot;
105646,기구쓰실때. 덜석덜석 왜그러시는지?<br>그러면 자극이 분산되지않을까요?
105647,한 남자가 있어~<br>어깨를 너무나 사랑한
105648,시험기간에 이거보고 운동하는 내 인생..
105649,하아...  내지방아 잠깐 김종국아저씨한테 다녀와라 멋있어요😝
105650,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=11m52s"">11:52</a> &quot;남기는 걸 별로 좋아하지 않습니다.&quot;"
105651,영상 감사합니당
105652,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=0m26s"">0:26</a> 요즘 기술좋아졌네 투명 스미스머신도 나오고;;"
105653,??? 뭐야 프리였네
105654,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
105655,김종국이 피드백하는 김종국 운동 영상을 다른 운동 유튜버들이 피드백하겠네
105656,i love him he so handsome and manly😭😭😭😭
105657,종국이형 하체하는날 기대하는 사람들 많은거 같은데말야 ~
105658,방금 어깨하고 왔는데..
105659,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=03m28s"">03:28</a> 자막 삑사리"
105660,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m37s"">1:37</a> 저게 사람 어깨인가요?"
105661,개인적으로  채널 배경과 인트로에<br>    <br>GYM-✊-JONGKOOK   보다는<br><br>            GYM<br>   JONG-✊-KOOK   <br><br>이 더 괜찮은거 같은데
105662,올 ㅋㅋ
105663,“너 올라가”
105664,이거네
105665,6키로로 사레레 50회 ㄷㄷ...
105666,감삼가 형님 오늘은 가슴 어께하러 갑니다
105667,올 여름은 이거다.. 몸 만들고 싶어지는 영상.. 더 길게 해주셔도 좋은데♡
105668,이곳은 곧 &#39;헬스인 모임&#39;이 될 곳입니다.
105669,여기는 운동 지적하는 댓글은 없겠네욤 ㅋㅋㅋㅋㅋㅋ
105670,Fighting kjk🔥🔥🔥
105671,도둑 1000마리 잡을수록 있음
105672,와...존나 섹시해.....
105673,i need english subtitles oppa...
105674,9 minutes ago!!
105675,정말 대단하다는 말밖에...👍🏻
105676,종국이형님 출첵하고갑니다
105677,헬스장 왔는데 마침 영상이!!!! 운동 조금만 해야지 하다가 반성합니다 ㅠㅠ
105678,진짜 졸라 섹시해<br>존나 멋있어!!!
105679,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=5m57s"">5:57</a> 종국이형 뒤에 있으니까 좀 초라해보이네"
105680,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m35s"">1:35</a> 진짜 ㅈ된다"
105681,유일하게 재생속도 기본으로 한줌한줌 정성스럽게 본다
105682,종국님 보니까 운동하고 싶어져요<br><br><br><br><br><br><br>쿰척쿰척 쩝쩝
105683,형님 멋있는데 마스크 올려쓰십쇼
105684,토요일은 어깨하는 날 ㄱㅇㄷ
105685,邊吃晚餐邊看 雖然看不懂韓文 還是支持 💪👍👍
105686,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=7m14s"">7:14</a> 뒤에 빨간색 티 입은 분 팔굽혀펴기하는데 옆에서 봐주는 사람 시강이내 ㅋㅋㅋ 막 갈구고 있는거 같음 ㅋㅋㅋ"
105687,아 내일부터 다 사레레 고중량 하고있겠네<br><br><br><br><br><br>나도해야징
105688,고중량 고반복하다 어깨다침ㅠㅠ
105689,종국이 형 최대한 턱스크는 자제 좀!
105690,꾹이형~3대 어디까지 해요?
105691,"좋아요 대비 싫어요 레전드네ㅋㅋ 첨본다 2.5천 , 2 ㅋㅋ"
105692,싫어요는 분명 실수로 누르신분들ㅋㅋ 누룬지도모를거라 생각됩니다ㅋㅋ
105693,어깨 운동만 &quot;한 남자가~ 있어~☆&quot;
105694,형님 복근운동도 기다리고 있겠습니다
105695,jk must be fuming w his team 😂😂😂 subtitles weren’t available and slightly late upload
105696,카메라 왜케 어지러운건지...그래도 좋아요는 눌러야된다..
105697,조목조목깔끔한설명까지도좋아요
105698,오우........wow
105699,"- 오늘 뚠뚠이 식단 -<br>아침 : 계란후라이 2개, 리코타치즈 샐러드 반개, 복분자 에이드, 롤케익 1조각<br>점심 : 쭈꾸미 덮밥, 고르곤졸라 피자 2조각, 샐러드파스타, 콜라 1잔<br>간식 : 아아 2잔, 소시지빵 한개<br>저녁 : 김치콩나물국밥 (먹으러 가는 중), 후식 베라 민초, 아봉 (먹을예정)"
105700,이건못참즤
105701,"싸운다는 의미를 너무 잘 이해해버린 지나가던 헬린이..,"
105702,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=8m08s"">8:08</a> 미치겠다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>즐거워서 하는 거래ㅋㅋㅋ으악 귀여워ㅠㅠㅠㅠ<br><br>몇십킬로 들고 운동하는 영상에서까지 귀여우면 평생 좋아할 수 밖에 없잖아요...."
105703,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=5m44s"">5:44</a> 옆에분 시선강탈 ㅋㅋㅋㅋ"
105704,이 영상을 보는 헬린이분들<br>저중향 고반복이<br>근육을 안키우고 슬림탄탄한 몸을 만드는 거 맞죠?
105705,어깨 운동만 ‘한 남자’가 있어~~
105706,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m10s"">1:10</a> 보시는것처럼 가벼운무게??????가벼운????"
105707,아 진짜 너무조타….
105708,영상 하나만으로 동기부여 엄청되네요. 쇠질하러 갑니다
105709,김종국이 이정도인데 유재석이 유튜브하면 어떻게 될까
105710,종국 삼촌 오네가이머슬 리액션 너무 보고싶습니다
105711,내가 유일하게 구독 좋아요 알림설정하는 유튜버
105712,너무 빡세게 한다 개이득인데
105713,❤️❤️❤️❤️❤️❤️
105714,멋짐!!!
105715,꾹형이랑 헬스장에서 같이 운동하는기분..
105716,가슴근육을 일부러 안 키우신 건 몰랐네요<br>너무 큰 것 보단 지금이 멋지신 거 같아요
105717,맞아요 가슴 너무커도 보기 싫더라구요
105718,가슴 솔직히 큰편인데 저게 안한거라니...
105719,그러게요 저도 이건 처음알았네요
105720,gym jong kook let&#39;s go
105721,형님 사용하시는 헬스장비나 보호대도 리뷰 해주세여~
105722,🌟🌟🌟🌟🌟
105723,운동만 &quot;한&quot; 남자가있어 ~
105724,딱 봐도 개빡세다 그니깐 몸이 저렇게 이쁘구나...내가 하면 할 수도 없지만 탈장이 아니라 터지겠다..
105725,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=10m28s"">10:28</a> 부먹이냐 찍먹이냐 논할동안 그냥 처먹자 ㅇㅇ"
105726,🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀
105727,👍
105728,이 형님도 맛있게 드시네..
105729,으쌰으쌰
105730,내일 어깨하는 날인데 완전 딱이다
105731,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=3m27s"">3:27</a> 한느-&gt;하는"
105732,"형은 그냥 근육덩어리잖아 ,,,,,,😝"
105733,어깨랑 팔은 ㄹㅇ 지리네;;
105734,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=3m26s"">3:26</a> 저도 어깨 진짜 많이 한느 편입니다"
105735,영상제목을 진짜 센스있게 지으시네요ㅋㅋㅋ<br>이형 센스도 좋네😂😂😂
105736,omg gjk 😭😭😭😭😭😭
105737,오빠 겁나 멋있어
105738,"soooo saaad, nooo English subtitles... 💔"
105739,내가 화장실에서 남자 유튜버 영상을 볼줄이야...
105740,어.. 나두
105741,사레레 15kg 진짜 미쳤네ㅋㅋㅋㅋㅋㅋㅋㅋ
105742,모양 예쁘다 생각했는데 비결이 이거였구나...
105743,우와 쫑국 오빠 영상이다 사랑해요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ나중에 실시간 방송도 해줘요 &gt;&lt;❣️
105744,형님 겨드랑이 왁싱은 하실 생각 없으십니까 ?
105745,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=8m04s"">8:04</a> 형 웃는거 봐.."
105746,좋은 영상 올려주셔서 감사합니다
105747,인클 벤치 100키로 ㄷㄷ
105748,나는 저걸하는것도 대단하지만 마스크를 끼고 하는것 자체가 대단함
105749,와....몸 진짜 괴물이네 시발....개쩐다
105750,"please put eng sub 🙏, maybe all countries watch your video. However I support your video ❣"
105751,마스크 코까지써라
105752,ㅠㅜ 오빠 운동하시는 모습 진짜 멋있어요ㅠㅜ 건강챙기면서 운동하세요(இдஇ`。)
105753,❤️❤️
105754,.
105755,홀리..
105756,형님 멋지십니다 !!!
105757,카키색 옷이매우 이쁘네요
105758,너무멋져요
105759,Iu anh ❤️
105760,아 쉴려했는데쉰다는 생각 자체가 사치였어
105761,종국이형 일상 브이로그도 올려주세요
105762,"Jongkook, can you talk about how to keep motivation when exercising"
105763,seeing results
105764,정국?
105765,If you r on the tv <br>you can do
105766,When i workout i listen to motivation videos in yt it&#39;s really helpful
105767,종국씨 운동 시 동기부여가 잘되는 방법에 대해 말씀해주실 수 있나여
105768,내 생일 선물이구만 ㅋㅋㅋㅋ
105769,왜 재밌지
105770,there’s no English caption 🥲🥲🥲😭😭😭
105771,어깡 국.종.김.
105772,"구글, 앱스토어에서 Pinetwork 다운받으세요!!"
105773,와....... 김종국 겨드랑이를 이렇게 자세히 볼수잇느날이 오다니....<br>갬동 ㅠㅠ
105774,이 영상 보는 순간 맨몸운동 하러 갑니다
105775,"Oppa, i dont understand korean. Buat im one of your fans. Make sure u make your videos with english subtitle 🥺🥺"
105776,Okayyy tqqq for respons. Tadi  cuba klik tp unavailable. Sekarang sudah ada 🥰
105777,Titik 3 di video di klik abis tu pilih subtitle English
105778,Turn on cc —&gt; set English
105779,No subs?
105780,아 가슴은 인클라인만 하시는건가요
105781,우와... 살다살다 종국이형 운동루틴을 이렇게 영상으로 볼수있다니 최고다 진짜...
105782,이형3대측정 영상찍으면 대박날듯
105783,헬스는 완전초짜인데 뭘부터시작해야할지모르겠습니다..돈이많다면 pt를하고싶지만....ㅠ 댓글로 헬린이를좀도와주세요
105784,@악동!뿌쉬팍! 중요한건뭐라도시작하는거군요..감사합니다
105785,"저같은 경우는 일단 처음엔 무엇보다 운동자체를 하는게 중요하다 생각해서 처음 1~2달은 진짜 집에서 <br>일주일 중 3일은 푸쉬업,스쿼트,풀업<br>일주일 중 2일은 달리기만 계속했어요. <br>근데 님 현재 몸상태를 몰라서 엄청 막 영양가있는 이야기를 드릴수가 없음;; <br>중요한건 다시 말하지만 운동자체를 하는겁니다. 일단 하면 몸은 좋아져요. <br>다들 안해서 문제지 ㅋㅋ"
105786,이번엔 최초공개가 아니군 나이스
105787,"This gives me an  inspiration to exercise, I always watch Idols exercising so that I can have an Inspiration to exercise but now all i need to do is to watch Jongkook  so that I always Have an inspiration and not to be lazy hehe"
105788,자세히 모기를 누르지 마시오ㅋ<br><br><br><br>... 자세히 보기
105789,@구독하면 하는일 마다 성공함영어에 한국말
105790,여러분들 항상 잘하고 있어요!!!이제 다음 목표를 향해서 달립시다!! 오늘 하루도 행복하게!!!!!!!
105791,내일 기말3개보는데 ....
105792,can you put the english subtitles pleasee…
105793,형의 유일한 단점.. 헬스 외에는 돈을 안쓰는거..
105794,ㄴㄴ 헬스 외에 지인+기부 ㄹㅇ단점이라곤 질병 밖에 없으시지...
105795,어깨에 진심인 남자... 주인 잘 만난 어깨... 이번 생은 성공한 어깨... 바쁘다 바뻐 현대인의 어깨...
105796,와 저게 가슴운동 안한근육이래 ㄷㄷㄷㄷㄷㄷㄷ
105797,헤으응...
105798,역시 김찌찌형님 👍
105799,어깨하는 날 헬스장가기 30분전 최고의 영상
105800,English subtitle please
105801,와 인클라인 깊게 넣으시네
105802,너와 함께 운동하자 오빠
105803,Wowwwww.. 🖤🖤🖤🖤🖤🖤
105804,아니 오빠 퇴근시간 맞춰서 올리다니 퇴근하자마자 운동하라는 뜻인가ㄷㄷ
105805,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
105806,종국이 형님 마른사람은 뭐부터 운동하는게 좋을까요?맨몸운동?
105807,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=1m36s"">1:36</a> 행님....어깨후면 보고 설레서 집중이 안됩니다..."
105808,진짜 다른 부위도 엄청 멋있지만 특히 어깨가 강점이라고 생각함
105809,ㄹㅇ 미쳣다 소리 절로 나옴
105810,내일 등어깨인데 잘됬다
105811,지린다ㄹㅇ...
105812,ㄹㅇ 후면삼각근 정말 좋으신듯
105813,몇분안됐는데 조회수가 만단위네요.ㅎㅎ 이거 안봐야하는데 헬스에 관심없는 내가 진짜 운동할것같네......
105814,사랑해요 종국이형❤️<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>근데 형 맞나…?
105815,제가 요청한 영상이네요 감사합니다 참고해서 운동할께요
105816,"<a href=""https://www.youtube.com/watch?v=8thMw9JyxBE&amp;t=6m25s"">6:25</a> 목소리 존나 설렌다"
105817,빨리왔지요
105818,Wahhh... Daebak!!!
105819,종국님이 쓰고 계신 저 벨트 정보가 궁금해요 ㅠ
105820,저녁운동 가기 전 최고의 선택
105821,English sub please 🥺
