,0
72863,요즘 세상에 저러면 매장당하자나
72864,훌륭한 예능인으로서 재능이 굉장히 많았던 형은씨  사고만 업었더라면 지금쯤 시집잘가고 활발하게 방송활동도 하면서 효도했을텐데..기획사 인간들 욕심때문에 일어난 사고인데도 책임은 회피하고 나몰라라 하고자빠졌네..폭망해라 망할럼들아.
72865,억울한죽음의진실 심진화님의말대로<br>진실은 밝혀져야 합니다
72866,잘못하면 연예계에서 매장될수도 있는데 심진화님 대단하네요..............
72867,자식잀은것이상 더아픔이뭐가있다고 그보상금마저 농간을부리냐  천벌을받아라 심진화씨 힘내셔요
72868,"심진화, 다시 보인다..<br><br>본인만 생각한다면 저렇게 제보하지도 않을거임. 근데 제보도 하고, 친구의 억울한 죽음에 대해서 다시 재조명 하길 바라는게...<br><br>진화, 대단하고 멋있다.. 그리고 안타깝게 고인이 되신 김형은씨.. 거기서는 행복하세요. 좋은 친구 두시고 가셨네요..."
72869,기획사가투명하게할수있도록법을개정해수시길국회도법원도대통령님께서해결해주시길부탁드여요ᆢ
72870,위가족이신부모님들께서는힘내시고아버님께서는술드시지마세요ㆍ이망가지잔아요ᆢ어머님몸건강이좋치안으신데보살펴드여야지요ᆢ
72871,일본놈 강제징용욕할게아니다 ....일본놈과 다른게뭐냐 ...
72872,26..?
72873,심진화 흥해라
72874,소속사대표는즉각보상급을지급하라.1억받은것다주고ㆍ거기다가무리하게행사을보내고가속해서죽음에이르게해쓰니까10억에위로그을지급하고너같은쓰래기는연애인소속사대표로남아있으면제2.제3에피해자가생길수있으니까자진해서소속사을해체하라.너같은쓰래기들때미죄없는연애인들이자살하고ㆍ사고로죽어가고말이되니악독을일삼는너같은것은제발지구을떠나라국민청원에올여서다시는기혹사을못차리걱막아야할것같다
72875,제 조사하고 유족한데 보험금 돌려 주세요ᆢ<br>이런 거지같은 소속사
72876,심진화 화이팅
72877,아~~아까운 목숨..ㅠㅠ<br>심진화님 👍👍👍
72878,심진화씨 정말 용기 있으십니다<br>죽음이 헛되지 않길 바랍니다
72879,ㅅㅂ 진짜 ㅈ같네 어디소속사야
72880,개그우먼 김형은님 발인식이 엄수 되었네요 2007년1월10일 이네요 안타깝습니다 천국에서 편히 쉬세요 수고하셨습니다 하지만 저는 윤건이나 시환이한테 뭐라고 말할수 없습니다 삼가 고인의 명복을 비옵니다🙏
72881,무섭다  가끔 사람 이란게
72882,용기를 내준 심진화씨에게 정말 고맙다는 말을 내가 대신하고싶네요
72883,.
72884,"도대체 왜 매번 피해자 얼굴만 있고, 가해자는 목소리도 없냐?"
72885,심진화 진짜 대단하다.... 1호가 될순없어에도 김형은 언급했었는데...
72886,금수만도 못한 소속사놈들입니다.<br>지놈들이 했던   쓰레기버러지같은짓거리들을   언젠가는  그대로 <br>되돌려받을것이다!!!!!
72887,"보험금  가로채간건,넘하네"
72888,장경희씨는 왕따 였나?
72889,"지금, 케이비에스 개콘 개그맨들좀  뽑았으면,<br>리포터나  예능에좀 나와서 먹여살려줘라<br>이게  뭐니?!"
72890,"나라 잘못이야.. 미국서 저런 일이 안일어나는 이유.. 경찰이 곳곳에 있고, 반드시 잡힘. 그리고 면허 영구 정지 되고 감옥행... 신호 위반 하나에 면허 정지 되도록 법을 만드니, 미국서 신호 위반을 하는 사람을 본적이 없네..  저렇게 지키다 보면 도덕성도 높아짐.. 남들이 나쁜 짓을 하는것을 못보거든.. 바로 경찰에 신고.."
72891,원티드 동방신기 슈주 보아등 차량사고 로 크게 다치거나 죽거나 했었군
72892,심진화씨 진짜  머찐여성 이네요<br>소속사대표 새끼야. 디지기전에<br>사람짓해라  니놈이. 죽으면. 몇겁이<br>지나도 그죄가. 지워지지않는다
72893,심진화 이런 탄탄함이 안에 있는 사람 이구나
72894,하늘에서 편안히 쉼하세요.🙏
72895,저새끼지금뭐하는지신상좀..
72896,역시 심씨는 멋져 👍
72897,쓰레기같네 더럽다 퉤  <br>과속을 하든말든 무리하게 가라하면 끝이냐 <br>중간에 조절해줘야할거아냐 ㅡㅡ그래놓고 사고 나니까<br> 발빼는 꼬라지  개같네ㅡㅡ
72898,김형은 심진화 소속사 바믄 일정 스케줄 교통사고가  죽음 맞다..예전에 무명인 밤무대  뛰는 쇼팀 연에인들도  30개 클럽 뛰어 달리는 정도로 차사고 많이나서 죽었다..부모가 아닌소속사가 김형은 보험금 가졌다는것 생명 담보하는것 말이  안된다..음반 저적권비 소속사사 가져 가겠네..한국의 개떡 같은 법이 어딘냐 국민 청원을 올려 소속사 대표 감옥 넣어야 한다..피해 당하눈 연예인 안 나오지.이번 통해 연예인 살인 스케줄 없어야 하고 연예인도 사람이고 인권저유가 있다.  그러니 연예인들이 자기 개인 소속사 세우지 불이익 당하지 않으려고 김형은 편안하게 가도록  도와줘야
72899,You guys need to organize for labor union to demand your rights!
72900,185키로를 1시간만에 가라니 미친놈들이네. 악마같은 기획사 사장 죗값을 치르길 바란다.
72901,소속사 조져
72902,아이고 이건 무슨일아냐? 하늘도 무심하시지 ㅠㅠ
72903,이런 소속사와 그 대표는 실명 다 공개하고 죄값을 물어야 하는거 아닌가요?
72904,공개해 공개해~<br>벌받게 하자
72905,소속사들이 직원한텐 돈 안줘도 뒷일봐주는 윗놈들한테는 잘 갖다받쳐줌
72906,심진화님 존경합니다
72907,미친 소속사들 사망보험금을 무슨?
72908,소속사에 조폭들이 많이 연루되어있으니까 저런거임 양아치들
72909,일부러 사고 유발 한거야? 최고 속도 로 달리고 보험금 가져가고 최저 월급만 주고 쓰레기네 개새끼들
72910,이런 억울한 사연이었구나<br>소속사 대표가 누구지?<br>인간도 아니네ㅉㅉ
72911,가비앤제이  ㅋㅋㅋ 저 눈 봐 인터뷰하는분 ㅋㅋㅋ 거짓말티난다임마
72912,이회사 아직도있음. ? 와. 개양아치회사네. ㅋㅋ
72913,일루미나티가 죽인 유명인+연예인<br><br>링컨. 캐네디. 이소룡. 다이애나. 김형은.
72914,소속사  연예계   다 그런건 아니겠지만  더럽고  추악한 쓰레기들  꼭 천벌 받아야 한다
72915,완전 나쁜 개쓰레기 심진아씨 정말 대단합니다 항상 응원해요
72916,저 시절에 무단횡단 하다가 사망했다고 기사났었는데.. 아니였네요? 그때 형은님 욕 많이먹었었는데
72917,심진화 대단하다 저시대에 멋진사람이네
72918,삼가 고인의 명복을 빕니다.
72919,심진화가다시보임<br>응원합니다 <br>앞으로. 행복한 날만되길
72920,죽도록 달려라 했네<br>죽으면 더좋아...
72921,사람이 죽었는데 돈을 쓱싹 앞으로의 삶이 무섭겠다 나쁜
72922,이  정도면  인신매매  수준  아닌가?? 티켓다방은  선금이라도  주지
72923,어이그
72924,웃냐
72925,하진짜 이런가난한 사람들을 위한 억울하고 힘없는 사람들을위한  진정한 변호사가 되고싶네요진짜 이사건 다시 지금부터 수사하는게어떤가요?
72926,검사가되세요 뭔 변호사가 수사를해
72927,역시 방송을 타야 돼~ 그것이 알고싶다고 그렇고 이런 프로는 없어지면 안돼
72928,소속사가 사망금을 왜 갖고 가냐 진짜…
72929,왜나왔는지 뻔히보이는군
72930,경찰 시바 하는게뭐냐데체??<br>니네들은 참  옛날에도 지금도 돈처먹으면 그냥 입쓱닦고 사건조작이나하고 하ㅡㅡ
72931,심진화씨 진짜대단해요<br>헐 속도게이지가 넘었다는게ㅡㅡ;;)<br>무리하게 안갔으면 김형은 양은 인생이 바뀔수가 있죠 후
72932,쓰레기들이 너무 많아
72933,악마다 사람들
72934,저 당시 소속사 신상 털어주세요 전문가분들 그리고 제발 저놈 우리나라에 있으면 맘 편히 잠못들게 해주세요
72935,엥?사망보험금을 소속사가 가지고 갔다는건 말이안되는데?
72936,사망보험금 수익자를 회사로 해논거자체가<br>죽어도 조타는거네<br>저 계약자체가 무효다<br>당사자한테  모든사실을 알려줬다면<br>애초당시 계약자체가 될리 없었겠지<br>너무나  안타깝고<br>불쌍하다
72937,"다들 잘되셔서 우리가 정의롭게 고인들을<br>위해ᆢ다신 이런일 없는ᆢ<br>아놔,욱하네ᆢ연예인없슴 티비도 No!<br>지들 돈이 왜생기는지 모르는군ᆢ!<br>다들 힘드셨을텐데 두어달 휴가좀<br>가시죠?같은날ᆢ모두 단합해서ᆢ<br>그나마 힘든분들은 하시겠지만ᆢ<br>어쩔수없이 하시겠지만ᆢ으휴ᆢ<br>도움이안되 죄송하네요ᆢ아휴!<br>도움이 된다면 뭐든지 콜~^^♡<br>힘들 내세요,연예인 죽음ᆢ이런식<br>계속이자나요,갑자기 안보이면<br>시청자인 우린 결혼했나?아님<br>뭔또 갠사업하셨나?아님ᆢ나쁜<br>뭐그런건 걱정안해도 기사님들이<br>없는것도 맹그니깐~근데 기자님도<br>그게 일이니ᆢ뭐라할수도 없고ᆢ<br>그대신 인간적인건 가리며 하세요!<br>힘못되 죄송ᆢ쓸데없이 글만길고ᆢ<br>늦었지만 앞으로는 없기를 힘쓰며<br>삼가고인의 평안을 위해 원하시면<br>언제든 도움이아닌 찬성 합니다.<br>잘못적은 글이 있어도 이해하시길,<br>욱하는 맘에 생각없이 써서ᆢ"
72938,소속사 대표 실실 웃으며 말해?<br>못된것들은 똑같은 점이 사람에 대한 공감력이 정말 떨어진다는것. 사람 죽음앞에서도....
72939,마하
72940,참 미침것들이 대표랍시고앉아서 사기꾼들많다.. 대표가 사기나쳐먹고 하는것들 내옆에도 있었다. 결국 감옥갔지만
72941,EQ가 낮음. 공감능력 없는사람들은 애초에 지능자체가 낮음.
72942,ㅊ
72943,소속사 진짜 쓰레기네 와....어이없다 과속에 보험금 까지 꿀꺽??  이거 청원이라도 넣어야 되는거 아닌가 와 나쁜놈들 지옥이나 가버려라 ㅡㅡ<br>부모님들 어떻하나 ㅠ ㅠ 생때같은 자식잃고 ㅠ 보상금<br>돌려드려라 개 자슥들아 욕나올라 하네
72944,20여년이 지난 현재. 모가 달라졌냐.  보험금 먹은 기획사대표. 벌받았냐?. 현재 기획사는 다르냐?
72945,나쁜 소속사
72946,김형은씨가  살아생전에도 힘드셨구나..맘아프다.어린나이에 가장노릇하다가...
72947,대표 누구임?
72948,불법을 지시했다고 해도 그지시를 따는 사람들도 범죄로다.자수해라!너!
72949,니 친한 친구 소유진한테 물어봐 돈이 그렇게 중요한거지?소유진 유투브 에서 개샹 난리던데 니절친ㅎ끼리끼리 생긴대로 논다.
72950,원래 연예계가 조폭을 끼고 장사하는 동네 님 연예인들 중 술집 출신들도 많지
72951,소속사 넘 그돈 갖고 잘살거 같으냐?
72952,소속사 양아치들이네<br>김형은양 부모님은 사고발생원인에 대해 구체적으로 설명도 안 한 소속사를 상대로 새로운 사실에의한 소송을 변호사와 상의하여 제기하세요
72953,"공무원  들   부패  가 심각 ~    떡  받고 . 쩐 받고 ,,  비디오 안봐도"
72954,바로살인자들이네 이제는 그냥두면않된다 왜아직까지 그냥두는가앞으로얼마나많은젊은이들이죽어가야하나
72955,김형은님 뒤늦게나마 명복을 빕니다~~;; 참 먹먹하네요~~ㅜㅜ
72956,자격이 없는 소속사들..노예시장처럼 계약하게 만들고 그 씨스템부터 싹뜯어 고치고...거짓말과 본질을 흐리는 인간들은 처단해야 하네요.
72957,왜 사망보험을 소속사가 가져가지?<br>명치 개쌔게 때려줄사람?
72958,이런것도 법정 시간  정해놓고  해결하도록 만들면 되겠는데 문씨 아저씨<br>추적 60분은 국민이 추적120분으로 잡아봐야 하는것 같은데. 요 4년 전부터.<br>진실 발키는척 하고 빼는짓 하는거 선수 일것같은데. 이거 보고 말하는거는 절대 아님.
72959,ㅅㅏㄹㅏㅇ요ㅕ
72960,표준 계약서가 안되는게 아니고 안하는 거지!!!! <br>에휴 사람이 죽었는데 돈가지고 부모를 두번세번 죽이고 있네  딱해어쩌나 맘이 아프다!! 몸도 아프신데  먼저간 자식이 얼마나   그리우실까!!!<br>심진화씨  응원합니다  먼저간 친구 부모님께  위로가 되주시는 모습 감동 이네요!!!
72961,경찰관들도 답답 하다<br>어찌 한사람에게만 물어 보고<br>보고서을 쓰는지 <br>소속사 이인간도 천벌 받아야<br>한다
72962,당시 소속사 대표도 수상하고 경찰 제대로 수사도 안하고 난 이래서 경찰 신뢰 하지 않는다 신뢰할 생각도 없고
72963,"<a href=""https://www.youtube.com/watch?v=5xlPDyycgqY&amp;t=17m02s"">17:02</a> 뭔 소리지"
72964,사람이 죽었는데 소속사 대표라는 사람 기자회견 태도 꼬라지보소.<br>간단한 팩트 확인하는 질문에도 설렁설렁 대답 회피하네. <br>저때 이미 수상함이 보였네..
72965,이당시 소속사들 참 미친사장들이 많았지요 <br>다 감방가야해
72966,심진화님 응원합니다
72967,처벌은 받았나...후 화가나네
72968,생각 나네 저  여자분  왜 ?  ㅜ ㅜ
72969,인간의 양심을  팔아먹는<br>소속사는  살인자<br>반드시 처벌하라
72970,심진화씨가 결혼전까지 극심한 우울증을 앓고  그리고 갑자기 비만까지...<br>이유가 뭘까 생각 했었는데 이런 이유가 있었구먼...<br>김원효가 잘 다독여서 결혼까지...... 결혼후에도 위기가 많았는데 지금은 어느정도 잘 살고 있는듯...............<br>김형은도 참 아까운 사람...
72971,알고리즘으로 왔는데 신화씨 너무 대단한거같아요
72972,뭔놈의보험이본인을위한건데저런조항이통하게만들엇냐?불법조항인데?수익자가타인이될수있어?어디보험이여?
72973,넘 맘 아픈 일이네요
72974,삼가고인의 명복을빕니다.  과거에 정말좋아했었던 개구우면이였는데  세월이많이 흐른지금도 영상보니 그립네요 ㅜ
72975,누굽니까?  소속사 사장이
72976,진짜 소속사 쓰레기네<br>고인의 명복을 빕니다
72977,연예기획사를 차릴려면 기본적인<br>투자금이 있어야 되는데 <br>그런 자금이 부족한 상태에서 하다보니 90프로가<br>사기꾼들이 운영하는거지  이러니<br>별로이름없는 연예인들만 피해를보고<br>사기를 당하지<br>대형기획사 빼곤 다.영세한 업체라고<br>보면됨
72978,욕 각오하고 얘기 합니다. 침이 맞아 집니까. 왜 그냥 있는 겁니까. 5천만 원 합의?? 돈을 안 받고 끝까지 가야지요 돈을 믿을 게 아니라
72979,믿었겠죠?그악마들을!!!
72980,소속사 사장아 수발들어줄께사망보험금 나 수익자해주라 넌 행사비먹고 월급 100주고 사망보험금도 챙겼잖아<br>염전노예랑 다른게 뭐니 범죄자집단아
72981,K 엔터테이먼트 사기꾼 많아요 연예인시켜준다고 돈 받고 잠적하고 한국인들 사기 잘치는 민족 ^ㅇ^
72982,애초에 불우이웃돕기 행사가 늦어진 이유는? 무대에 먼저올라갈 가수가 늦게 와서 아닐까...
72983,사망보험금을 가로채다니....정말 쓰레기라는 말도 아깝습니다. 아무리 계약서상 회사가 수령하게 되었다지만 그렇다고 그게 정말 그렇게 가져가야하는 겁니까? 노부부가 김형은씨 하나 믿고 살고 계셨다는데요.  온갖 불법을 저지른 저 소속사 대표 꼭구속시켜 조사해야합니다.
72984,그렇게꽁으로 먹고 억울하게 죽고 소속사 사람들이냐
72985,심진화씨<br>팬입니다<br>정말 감사합니다
72986,"저 소속사 새끼들은 자식이 그대로 돌려받지 못 함 그 손녀,손자가 되돌려 받겠지!!!<br>그때 되서야 결자해지를 떠올리려나!!!<br>어쨌거나 꼭 그대로 되돌려 받길!!!"
72987,거참... 충격이네. 사망보험금을 왜 소속사가? 사람 죽여놓고 거짓말만 늘어놓는 저런 버러지만도 못한 쓰레기놈들은 천벌을 받게 해야 합니다.
72988,2008년 1월 23일 ..후아 돌아가고 싶은 날들이네...
72989,대표가 누군지<br>신상 공개해라 <br>왜 이사건이 이제서야<br>수면위로 드러나는가!<br>억울한 형은양의 원혼이 <br>아직도 한이 맺혀<br>밝혀주길 바라는듯하다.
72990,당시 출연하는 프로가 황마담 이지 엔터 아닌듯
72991,@Hong Tv 황마담이 소속사대표라구요?<br>?????!!!!!!!!
72992,억울하시겠어요
72993,그맘이해합니다.아버님
72994,진짜.나쁜기획사네
72995,사망보험금을 왜 대표넘이 가져가냐!<br>대한민국 이게 나라냐!
72996,나쁜넘 시키들아<br>형은양 부모님께 처먹은 돈 뱉어내고<br>사죄해라!<br>안그럼 니네 가족들 3대까지<br>저주 받을거다<br>나쁜넘 시키들.
72997,사망보험금도 소속사 대표가 가져간다?<br>죽어서도 목숨값도 못받는다<br>참개같은세상이네
72998,소속사 어딘지 궁금하네<br>대표가 누구였는지도 사망보상금<br>가로채고 얼마나 잘 사는지<br>인간 같지 않은 괴물들<br>가진것 없는 약자 피 빨아먹고<br>얼마나 잘 사는지 궁금하다<br>더도 말고 덜도 말고 저지른<br>악행만큼 달게받길...<br>삼가 고인의 명복을 빕니다
72999,안녕하십니까? 전 슈퍼스타 패배자 춤추는 버즈 입니다. 진심으로 삼가 고인의 명복을 빕니다.
73000,죄책감
73001,심진화 진실은 살아 있네요.<br>용기에 박수를 보냅니다.<br>정의는 살아있어야 하는거죠.
73002,어휴😓개자식들‼️ 사람생명을가지고 장사해처먹었네‼️ 사망금을 지들이 처먹어❓❓❓🤬🤬🤬 진화씨 참 좋은여자라서 형은씨도 멀리서 도와줄꺼에요‼️ 고인의 영면과 두 어르신의 건강을 기원해요🙏🙏🙏 진화씨커플의 사랑도🙏🙏🙏
73003,개찰놈들 완전개판이네
73004,진화씨  당신의 진정한용기에 <br> 감사합니다~원효씨랑 행복하게<br>살기를 바랍니다 저도 고향이  청송입니다~
73005,08년이면 13년전인데 왜 08년도 방송을 다시 올리는 이유는?
73006,심진화씨 대단한분이십니다~!~!<br>이런분이 세상에많아야~될텐데~!<br>여태 쓰레기들만 봐서~!한때는 삶에  증오심만 생겨서~!~!
73007,아니 왜? ㅠㅠ 죽일놈들이 죽어야지 ㅠㅠ 부디 천국에서 편히 쉬십시요 고인의 명복을 빕니다 ㅠ
73008,시속 200km  미친거 아닌가..130만 밟아도 존나 무섭던데
73009,돈 밖에모르는 회사는 다망해버려
73010,여기소속사 사장어떻게됐는지궁금하네요 천하에 금수만도못한인간
73011,소속사가 벌인 짓거리가 꼭 이명박그네 적폐부역자 놈들과 똑같네! 안되는거 어거지로 하려 하고 자기가 책임진다고 큰소리 뻥뻥치치고는 막상 사고 나면 나몰라라 사건 덮기 바쁘고! 개~! 냥아 ㅊㅣ 넘들!!!
73012,야비한 쇄끼덜 너희덜 하는일 마다 뭐든지 안돼라.가정또한 안됐음 좋겠다
73013,심진화 다시 보인다..예쁘다
73014,사망보험금은 건들지 말자...1억밖에 안되는데 받는 부모 입장에서도 달라는 소리 하기도 힘들겠네...사람 목숨이 1억인게 참...
73015,보험사기구만 보험금 노리고 누가 죽던 죽겠지 싶어서 매일과속시키고 죽기만을 기다렸네
73016,이 이후에 어찌 되었는지는 알 수 없을까요
73017,아까운 사람~
73018,소속사 어딘가요?ㅡㅡ
73019,악덕  소속사 사장땜에 김형은법  만들어야겠군!<br>법으로  나머지 사망금  찾아주어야..소속사 사장 누군지 알고싶다
73020,기획사 를 왜 통해야 하는지<br>싹다  없어져야 해<br>직거래  ㄱㄱ
73021,카니발이 200km 는 무리... 어쨌든 풀악셀로 밟고 달렸다는건데.. 저딴 주행안정성이 떨어지는 차로 150만 달려도 차 후덜거리는데 사고 백방남
73022,What&#39;s her name
73023,소속사 인간들도 쓰레기지만 경찰들도 어이가 없네요 역시 일을 안해 살인사건이나 나야 움직이지
73024,그릇된 사고가 생명을앗아갔네...  기획사대표<br>전면수사히라  견찰들아...
73025,심진화씨 응원합니다 <br>항상볼때마다 너무좋고 꼭아기도생겻으면좋겟어요 <br>힘내세요~~
73026,저때 김형은이 술먹고 무단횡단하다 죽었다고 기사나왔었는데 ᆢ사실이아니었나 헉
73027,"어머나,, 진짜 어제 같아요 ㅠㅠㅠㅠ<br>형은언니,, 진짜 마지막말로 &quot;언니,, 나 살고싶어,,&quot; 이렇게 말씀하셨다고 <br>한게 정말 생생해요 ㅠㅠㅠㅠ"
73028,진화 어릴적 성당 같이다닌 친구인디...<br>진심성 느껴집니다 그당시 얼마나 아팠을까...
73029,심진화 진짜 용기있고 좋은 사람이네
73030,사망하면 소속 회사가 가져갈꺼니 무리해서 사고가 나면 더 좋아 했겠네요. 참. 나쁜 인간들 ~~
73031,심진화님 !<br>응원합니다~~
73032,지금도  전혀  바뀐게 없는데. . ..진짜  코미디가  따로  없다니까. . . <br>쯧쯧쯧
73033,심진화씨 정말 대단하십니다 !<br>당신같은 분이 계셔서 사회가 조금씩  나아지겠지요
73034,고인때문에  맘이 아프고<br>할수 있는것이 없어 맘이 아프고<br>저런 쓰레기 같은 소속사가 있어 맘이 아프고<br>아직도 저렇게 차일피일 미루고 회피하는 개식끼를 보니 졸라 짜증난다.
73035,훌륭하다<br>자신의 커리어를 돌아보지 않고 증언을 하다니<br>29이란 나이에 정말 너무 대단하다
73036,심진화 언니 티비에 나올때마다 똑부러지고 사람 좋아보였는데 젊었을때도 소신있고 멋진 사람이었군요 더 응원할게요
73037,고 김형은 양이 사고를 당해 중환자실에 있을 때 그녀의 부모님들이 순복음교회 다녀서 새벽에 기도 제목을 내놓고 참석한 온 성도들이 회복을 위해 기도했던 기억이 나네요. 결국 사망했다고 하니 너무 허망 했던 안타까운 그 순간이 생각나고요 진실은 꼭 밝혀지길 바랍니다 심진화씨 팬인데 용기 있는 증언에 감사드립니다.
73038,살인자그만??<br>소속사<br>보험료까지 가져간 도둑이네
73039,신진화님 대단합니다 응원합니다.
73040,와 진짜 멋같은 나라법
73041,너무 안타깝다.. 심진화님 힘내세요😭
73042,경찰일처리하는꼬라지뭐 어디가겠냐고
73043,전 국민들의 삶에 영향을 주는 415 부정선거나 좀 취재 해봐라. 인간들아.
73044,이 사건있을때 소속사대표 살해위협받았는데 왜 안죽였냐 내장꺼내서 개밥끓여줘도 시원찮은 인간인데 하여튼 그때나 지금이나 아가리 워리어들 ㅉㅉ 고인의 명복을빕니다
73045,남편이랑 나와서 하시는 말 보면 마음 속에 아픔이 좀 있어보였는데 ㅜㅠ 이런 일이 있었군요 ㅠㅠㅠ 찬 선한 사람같아요. 앞으로 더 잘 되시면 좋겠어요ㅠㅠ
73046,겨울에 길도 미끄러운데…. 그 길을 그렇게 과속을 하다니…. 심진화씨도 트라우마 심했을듯 힘 내세요~~
73047,저 소속사대표가 누구인지 궁금하네요. 양심도 없는 사람이네요
73048,이거 본방송 보면서 정말 슬프고 화났던 기억이 있는데… 지금 다시 봐도 너무 슬프고 결국 아무것도 제대로 밝혀진 것 없이 지나간 게 속상하네요 ㅠㅠ
73049,이런 일이 아직도 계속 되고있다..도로위에서 죽는 스타들이  이젠 그만 나와야지..ㅜㅜ
73050,죽은사람만.서럽지. . .<br>양아치가.따로있나? ㅋ ㅋ ㅋ
73051,막돼먹은 놈들아~!<br>남의 생명을 두고 보험금을 챙기냐~~?
73052,개쓰레기 소속사 관계자 는 사망보험금 1억원 꼭 형은양 부모님께 지급 하세요
73053,저런것들이 있다니 ㅠㅠ
73054,출발지톨게이트 통과시간이랑 사고지점 계산하면되지않냐?
73055,개<br>자식들
73056,빡빡한 일정은 아니엇던것으로 안다?! 뭐가 빡빡한 일정이냐 그럼..강원도 10분만에 도착하는게 빡빡하고 1시간은 넉넉하다?!이거냐..저런 새끼가 이 사회에서 없어져야 밝은.사회 되는거라고...
73057,세상은 요지경을 불렀던 신신애씨도   소속사 대표가  김수희였는데  탤렌트로는 이름 났었지만 가수로는 신인이라  계약이 그렇듯  김수희가 독식하는 바람에 신신애는 그냥 광대였음...뒤늦게 신신애가 그때상황을 억울해하드만!
73058,생긴대로놀았구나  김수희나쁜
73059,@꿀한통 그렇지.
73060,그래서 그 돈으로 지얼굴 뜯어 고친거야?
73061,아니 업로드한지 1시간인데 백만뷰???
73062,대체 소속사는 왜 있는거야 소속사를 아예 <br>없애버려야 더이상 이런 죽음이 없을텐데
73063,ㅠㅠ 어떡해ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 엄마가 말도걸기전에 우시네ㅠㅠㅠㅠㅠㅠㅠ
73064,역주행으로 매스컴타자<br>지금이라도 ㅠ
73065,결론은뭐야 안전벨트를안했다는거네
73066,인간 목숨가지고 노는 쓰레기들 ㅉㅉ
73067,아 저는.아파서 돌아가신줄알았는데 무리한 스케줄에 빨리달리다가..사고라니.. 게다가 소속사에서 사망금을.갈취?? 미쳤네 억울할만하죠 정말 악마들이 따로없네요
73068,2008년 참 슬픈해였네요
73069,진실된 심진화씨 응원합니다.  김형은씨 정말 좋은 친구를 뒀군요 ㅠㅠ 카르마라고  무리한 일정 명령한 놈과 거짓말한 놈은 벌받을겁니다 🙏
73070,ㅠ ㅠ 슬프다 ㅠ
73071,망햇네 소속사 시벌놈들ㅋ  대표인가 개표인가 대갈부서버려요
73072,이 사건이 왜 지금 부상되었나요?.<br>이런일이 있었다는건 전혀 몰랐습니다.<br>아 진짜 안타깝습니다<br>심진화씨 큰결심 하신거 감사드리고<br>남편은 지혜로운 아내를 두셨네요
73073,이눔에- 소속사- 칼만- 안들었지- 완전- 강도네- 무슨- 수를내야지- -
73074,몇키로를 달렸냐는 쉽게 계산가능하죠...하이패스 또는 톨게이트의 찍힌 시간과 그 시점의 거리에서 사고장소까지 거리와 시간을 계산하면 과속여부는 바로 나오는거죠
73075,"@Ok후니 그구간에서 100일수 있겠지만 어느정도로 빠르게 과속을 하고있는지는 대변이되고, 대표가 행사도착시간에 대해 압박을 주고 있었다라는걸 증거이기도 하죠 심진화님 진술과 사고전까지 계속된 과속이 있었다라는 증거"
73076,근데 어차피 그값은 평균치죠...사고구간에선 100달렸다고 하면 지금처럼 블랙박스가 없던시절이라 입증이 어려워요.
73077,"심진화x소유진x박솔미, 탱쏘쏠 미녀 삼총사…든든한 우정"
73078,고속도로면 톨게이트를 통과했을꺼고 cctv에 시간이 나오는데 사고지점 까지 계산하면 몇 킬로로 달렸는지 금새 밝혀질꺼라봄. 국도일때도 주변에 교통관재 cctv로 확인해서 속도 측정을 한다면 몇 킬로인지 확실히 밝혀질것일텐데
73079,미친넘들  그돈으로 잘먹고 잘살꺼같냐?? 짐현재 어캐 사는지 궁금허네ㅜ
73080,일부러 사고낸거네...
73081,ㅋㅋ 평창경찰서 허수아비들..
73082,"사망보험금의 수익자가 소속사라는 게 말이 됨?? 소속사가 사망보험금의 수익자라면 막말로 나쁜마음먹고 고의로 사고를 내서 사망하게 할 수도 있다는 거 아닌가요? 사고로 소속 연예인이 사망하게 되면 다 내 돈인데?? 수익자는 법정대리인이 가져가야 하는게 맞다고 보는데 어이가 없네요... 보험회사와 소속사 간 나름의 이유가 있어서 생긴 보험 종류 중 하나겠지만, 사람의 생명으로 보험 사기를 조장하는 말도 안 되는 이런 보험, 법은 없어져야 합니다."
73083,견찰들.ㅉ.일을안한거네요.때돼면월급받아처먹고.ㅋ
73084,심진화씨 응원합니다!!용기에 박수보냅니다
73085,다리나 피고 이야기하지...
73086,왜? 이제서야 밝히는가 일찍밝히는게 상처가 덜할텐데
73087,개열받네  소속사대표 거짓말하는거 어이없네
73088,"지랄...맞은...세상이지..<br>뭐가..더  들을필요있나?<br>알잖아...요..<br>다들...신..붙으면, ..죽어도, ..개...<br>죽음..이란거.."
73089,"<a href=""https://www.youtube.com/watch?v=5xlPDyycgqY&amp;t=7m49s"">7:49</a> 여기서부터 진짜..."
73090,ㅆㅍ 경찰은 급커브 구간에서 내리막길에 가는데 간단한 사건이라고 파악했다고?말이 돼?얼탱이 없네 이건 운전하는 사람도 이 구간에선 속력을 줄이고 안전하게 가야겠다라는건 기본으로 아는데?소속사랑 경찰이랑 짜고쳤네
73091,매니져도을이었고 뭣같네 갑질
