,0,1
295,9.740073,2.0306668
296,9.790826,1.1410774
297,-13.664026,-15.195767
298,17.653996,5.7756505
299,-17.58222,-10.144846
300,-37.52707,17.429203
301,-37.19044,-14.434068
302,-35.791893,-17.271395
303,33.501087,-27.987371
304,24.777029,1.2598048
305,-42.387165,12.376073
306,32.3454,-21.858665
307,-14.298332,-10.768001
308,15.671809,38.472298
309,11.09501,-32.668213
310,14.010997,7.0399675
311,34.038116,-24.646498
312,26.317968,-2.957446
313,10.731746,41.09435
314,-26.563637,26.429533
315,16.087334,37.84103
316,-39.746105,-15.625109
317,5.7881813,47.84283
318,-45.937283,-0.26535958
319,34.02252,-26.434418
320,24.207,31.494572
321,9.241196,-33.03278
322,35.394897,-13.804873
323,-17.555952,-10.193958
324,-42.359425,4.8521247
325,-45.397358,2.5433178
326,-11.816748,-5.360835
327,27.930334,-30.643654
328,-4.5874233,0.6312254
329,0.904076,3.0487497
330,30.718357,-7.4783387
331,12.6440325,39.724293
332,1.8597479,50.515392
333,8.063053,-30.156647
334,5.399038,48.764957
335,-16.172176,-11.279723
336,-32.21544,-16.559776
337,-43.047813,2.847546
338,33.20577,-28.036812
339,30.66916,-25.567076
340,0.586681,54.76036
341,-32.91652,-20.075275
342,-20.85494,33.124466
343,2.0071592,54.99212
344,24.387865,5.3276324
345,-4.3841367,-0.8929287
346,23.512669,4.6428337
347,-39.05285,12.325658
348,-42.155502,4.539945
349,-31.953686,19.013786
350,-4.4561687,-7.023685
351,-44.383717,-12.826424
352,-16.253183,-10.795422
353,-40.090103,10.678047
354,8.458106,44.97883
355,7.2774253,7.1807156
356,36.714508,-14.264074
357,7.32101,6.3441415
358,8.75757,44.256607
359,6.557858,-28.586454
360,-30.690645,22.779419
361,-40.276768,10.539613
362,27.925735,-2.1393242
363,25.38171,31.368328
364,20.5624,-34.621365
365,-19.160513,-18.27897
366,-47.100384,-3.34475
367,-5.84903,-3.5257308
368,-31.33171,22.367716
369,-14.560378,-14.688175
370,-10.770426,-3.859952
371,-34.392086,17.76552
372,33.98263,-15.66863
373,24.157848,32.362408
374,-35.614517,-18.167068
375,-22.49831,-16.209755
376,5.4876657,48.789608
377,25.90855,3.537268
378,-10.23117,-4.057818
379,-42.876217,-4.202009
380,4.510323,6.528264
381,-19.14639,-12.014429
382,27.414774,-4.0524187
383,-43.716667,6.723863
384,36.653633,-14.770087
385,-33.666176,-19.786848
386,-41.25235,-13.45441
387,-46.121876,-7.8130774
388,-21.51393,-13.216917
389,16.340855,6.418639
390,8.027669,45.094658
391,35.59551,-10.643214
392,36.124733,-13.531972
393,9.397941,-33.85984
394,0.044662155,4.5089607
395,-47.027863,-2.4001465
396,-8.699391,-1.5893786
397,-31.5079,-18.4654
398,-0.44718468,55.590775
399,-5.945975,1.8887793
400,36.06335,-17.196058
401,-6.4158034,-0.609089
402,33.27,-7.209959
403,16.186554,-36.99347
404,22.624605,-33.706333
405,10.42447,5.972208
406,2.4163113,1.526584
407,35.49222,-6.950065
408,22.590284,-32.89307
409,34.742767,-13.627894
410,-22.382595,31.014305
411,28.225233,1.884633
412,37.10812,-23.238384
413,34.145584,-23.599337
414,8.59735,43.53575
415,2.5051558,55.21507
416,36.922066,-20.006071
417,36.480576,-10.754279
418,15.006429,6.2637343
419,32.174503,1.3955156
420,-39.70539,9.821854
421,-4.5216928,-3.7847621
422,33.31271,-5.1238613
423,-20.994272,32.438087
424,6.401057,48.37784
425,31.235657,0.04940102
426,18.625074,-36.406136
427,-3.7107263,1.5062678
428,-5.9637237,-1.5316491
429,-1.9030721,-0.84296036
430,-42.972256,-5.6005154
431,37.940918,-18.496866
432,-42.044453,-11.109263
433,35.97856,-23.62632
434,22.835995,33.539246
435,-28.59055,24.783371
436,35.848827,-22.010653
437,-36.539764,-16.88339
438,28.25927,-5.78228
439,-6.9742756,-9.636914
440,23.889006,31.903795
441,-4.076969,-5.4708643
442,-45.672768,0.79136974
443,-33.82357,-17.174767
444,4.3882904,49.75407
445,-14.978144,-16.4433
446,34.264957,-16.600187
447,2.198555,52.63015
448,36.682304,-20.41912
449,17.826046,-36.41442
450,7.004865,-25.968254
451,10.677551,-33.932076
452,1.9765486,0.106836185
453,15.182076,37.75385
454,-45.1143,-3.6385417
455,7.8593626,49.75067
456,16.821972,6.652401
457,30.313559,-2.3119166
458,-0.8425672,0.41242313
459,-10.943167,-12.740036
460,9.062931,-30.3118
461,3.005731,51.54896
462,-16.728289,-17.23102
463,29.619843,25.413424
464,-28.965452,24.737267
465,-36.446053,16.019154
466,15.57285,37.45983
467,29.819408,-28.581642
468,28.143341,1.1601745
469,-46.34135,2.9829357
470,-25.450033,28.67328
471,26.959627,28.890217
472,-45.851803,3.9069848
473,-41.945614,-14.517169
474,-41.522083,-6.6112843
475,32.18374,-3.2902775
476,4.308824,51.868378
477,29.440619,23.278032
478,-19.179878,-18.538603
479,-31.234999,24.594006
480,1.4444759,5.3893294
481,19.357052,3.3826294
482,-10.612024,-6.152512
483,-21.675076,-18.419992
484,10.1614685,42.758297
485,26.099602,30.043833
486,10.054503,-32.550907
487,-8.636455,-7.5585027
488,-19.00088,-16.281658
489,6.8758926,-23.828405
490,-46.20286,-3.1938713
491,-23.799713,27.414446
492,34.69925,-17.634836
493,35.257713,-18.8739
494,-11.2016945,-6.9088326
495,29.035027,22.729214
496,21.418282,4.124029
497,-48.081917,-3.5938098
498,-47.24686,-2.863365
499,-23.595707,-18.244274
500,18.902803,35.336075
501,27.059626,-4.746795
502,29.001534,-34.28328
503,1.1794521,53.808716
504,12.304917,-34.900066
505,-13.916282,-9.54819
506,-17.57932,-13.147582
507,-43.47948,-13.161133
508,3.2552629,51.739937
509,7.8605933,44.682625
510,33.670624,-13.449939
511,-42.275455,-11.664309
512,-18.480843,-17.69782
513,8.976118,5.1685452
514,34.727776,-7.932504
515,15.964586,-37.353767
516,34.15807,-13.380955
517,20.922607,-35.716373
518,-15.34398,-17.754604
519,11.895173,-35.033882
520,37.766125,-13.961307
521,-34.671936,-15.430709
522,-22.317465,-16.60522
523,-21.639349,-17.516832
524,17.475817,2.8723972
525,33.99738,-24.094608
526,-33.635197,-19.828102
527,7.2470546,46.22561
528,-29.671106,-20.566048
529,0.098734796,2.4810784
530,-0.50279164,0.81334186
531,24.182608,5.0114903
532,1.4205736,0.85713744
533,-27.159737,25.04873
534,-45.691734,-8.605097
535,-22.194658,30.645391
536,8.624323,-29.232141
537,-42.08643,-3.945194
538,3.620143,0.027796438
539,2.0788186,3.641728
540,-29.463829,-19.442202
541,18.416645,36.753387
542,-30.198128,-20.97011
543,0.49388048,54.66622
544,-43.46856,10.734302
545,-28.486721,-18.031063
546,24.441027,-34.73803
547,11.837354,-34.397858
548,34.87336,-8.65254
549,32.377323,-2.4634023
550,35.865513,-16.186169
551,10.4541855,41.100407
552,-31.390501,-17.505491
553,3.9917693,50.212406
554,-37.178642,18.880081
555,-37.445587,15.964641
556,29.331684,-3.3538184
557,37.512497,-8.59801
558,-7.0836515,-4.156989
559,-28.934624,23.275967
560,1.3935059,53.43158
561,3.5394251,0.69467264
562,8.375599,44.370846
563,-24.611645,-16.057203
564,16.746292,-36.203506
565,5.8176136,6.6812344
566,9.60416,6.8113976
567,2.334189,2.5730307
568,34.499943,-16.233932
569,9.203487,4.7833304
570,18.759441,6.9285545
571,12.578267,7.0879693
572,5.5748997,45.02178
573,-26.984245,-18.532755
574,19.099895,-36.536755
575,31.838135,-10.035442
576,4.363285,-25.32894
577,12.386675,2.9459977
578,33.469425,-16.541412
579,5.0846725,-0.9224979
580,-43.3095,4.9707856
581,16.49299,7.155902
582,-42.401604,-15.596181
583,21.092478,34.798023
584,-41.156887,-14.755289
585,24.825125,2.8060677
586,33.287197,-4.8161798
587,-21.699759,31.931896
588,35.32862,-9.922583
589,-8.311088,-6.8136687
590,24.343952,3.5974786
591,-43.943665,9.379916
592,-4.8497066,-2.598632
593,-44.456924,4.117377
594,-6.8504395,-6.1729813
595,-39.613064,8.666114
596,-14.718703,-11.434222
597,-13.753141,-13.931734
598,-43.539413,-3.2305386
599,-47.649086,-3.6085076
600,-46.4186,-1.6627184
601,-9.219321,-6.203907
602,23.906073,-34.308804
603,-7.881526,-8.740617
604,0.8638987,0.7036598
605,-10.889295,-9.256957
606,-18.324375,-12.420643
607,-31.60078,-15.189231
608,12.666874,2.832037
609,-11.950279,-5.223912
610,-6.811887,-6.0290885
611,-37.263596,15.8945465
612,10.35487,-34.81968
613,-29.359632,25.34519
614,-5.8649335,0.7573723
615,28.423336,23.56443
616,36.377125,-13.268951
617,28.506159,25.097782
618,-39.619877,13.462715
619,14.996816,1.62505
620,-45.81726,-0.96636885
621,10.72961,-32.483433
622,-40.947628,10.634359
623,33.648685,-7.0439506
624,-6.941594,-4.3116536
625,15.383988,5.879544
626,-21.94461,32.764015
627,-28.763048,-17.449745
628,-44.354843,6.3848357
629,-44.253162,-5.5905256
630,-4.885813,-2.9662328
631,-23.704237,30.284172
632,13.01517,6.8699636
633,-8.321346,-8.107052
634,16.718122,-34.126293
635,24.361965,-34.15161
636,32.074924,-5.477404
637,23.314335,-33.98051
638,-0.677087,-1.1423868
639,-7.168979,-3.1318502
640,-21.11816,-14.961346
641,8.367192,4.664955
642,-14.1763735,-13.5326805
643,-21.86567,-13.043561
644,-38.87564,-14.84106
645,7.736495,5.198171
646,-0.26357955,1.144631
647,-33.181896,-16.229303
648,26.747879,2.0947642
649,7.979669,5.474482
650,2.7995875,4.9496574
651,33.70309,-25.77436
652,4.981102,1.0787485
653,-42.47399,9.373523
654,-41.100113,13.959212
655,12.844361,5.941917
656,6.5353913,-29.435368
657,-22.837376,29.69373
658,10.145413,1.4147043
659,29.651781,-6.3250923
660,-44.822594,-1.2616562
661,27.870192,-2.0443373
662,-25.83503,27.440691
663,-33.21964,-17.40392
664,-12.744376,-15.312042
665,33.493683,-3.4816563
666,29.309029,-31.822239
667,-8.296096,-7.5839195
668,-6.579783,-4.336651
669,27.19025,-33.221275
670,1.7050792,1.7258542
671,-31.237394,-19.645445
672,5.471662,49.44979
673,12.671268,8.390218
674,-19.847467,33.15979
675,7.280398,3.302362
676,-33.30782,-16.085506
677,6.419304,-25.829618
678,-1.5571258,-1.376001
679,10.939348,42.136677
680,11.601493,-32.998806
681,-43.825954,-3.495734
682,5.646747,7.4976935
683,-46.026367,2.5542917
684,28.23481,-32.2833
685,25.22879,-32.450275
686,-24.435482,-16.404964
687,27.431362,-32.916344
688,-11.129855,-7.7593045
689,-2.1268642,3.262543
690,-34.707542,20.078184
691,9.364012,-31.71885
692,1.2009939,53.73798
693,36.48312,-10.757961
694,10.641931,6.9663267
695,36.52223,-11.783305
696,20.333757,-34.891666
697,30.743025,-28.845226
698,15.88737,38.244495
699,-38.107117,13.81575
700,-42.227314,-4.4935713
701,26.299917,-32.689922
702,-21.772436,31.601135
703,11.431692,-33.269463
704,-46.249817,-2.6490607
705,-27.452715,-15.942035
706,17.634611,37.198853
707,-28.508373,-18.791367
708,27.128893,28.697657
709,36.98109,-17.922031
710,-19.805416,-16.212883
711,35.53364,-23.33761
712,9.550234,4.1968484
713,21.175837,1.9255052
714,33.058437,-8.836329
715,-21.068298,31.521889
716,27.858871,26.961216
717,-40.238354,15.609501
718,4.7392545,2.110224
719,-21.850405,-17.836226
720,-0.67846483,0.65434957
721,-12.24689,-6.337835
722,33.798367,-6.8750634
723,30.321241,-6.3251553
724,10.214333,-34.810524
725,-13.136347,-14.561947
726,-42.38604,8.964363
727,-26.148254,27.454983
728,-20.990675,-15.698685
729,19.013468,35.69726
730,33.295784,-9.872123
731,-37.82495,14.987732
732,35.770473,-7.0963945
733,-7.330703,1.2230026
734,-16.051182,-15.487663
735,-41.7476,-13.434154
736,-34.12461,-17.390095
737,8.081391,45.323906
738,36.97573,-10.388549
739,-15.1295805,-12.47845
740,24.876429,31.542725
741,-12.214397,-4.1524277
742,19.450172,6.2608542
743,-19.031069,-15.059041
744,-43.368954,9.565664
745,-24.555716,-20.203398
746,1.7354853,49.270252
747,31.810469,0.7300631
748,11.363782,4.9432855
749,-11.292446,-5.4411626
750,-41.71339,10.980342
751,9.31409,44.341473
752,6.9205866,46.58887
753,-44.768528,0.6954474
754,-43.723656,-1.5047615
755,4.7664547,49.158623
756,-33.187958,18.819036
757,18.449327,5.399286
758,-30.800531,-20.3965
759,-45.539814,1.0220752
760,-36.82585,18.55795
761,-22.61014,31.425526
762,10.980974,-32.688786
763,38.317654,-12.1093855
764,26.411335,29.72302
765,-41.85127,-9.98328
766,-12.845918,-9.41212
767,-11.853791,-8.92157
768,37.1176,-12.118145
769,-8.212149,-4.398078
770,21.696598,3.5162687
771,10.693174,42.807667
772,19.659378,36.075726
773,-39.32441,16.286285
774,3.2877402,48.98017
775,12.375219,8.520723
776,-42.667973,-10.125764
777,-30.540535,-17.919086
778,-44.358814,8.127251
779,25.039106,-0.95870906
780,-41.720318,5.588187
781,-40.14292,10.88574
782,-38.057793,14.467329
783,-37.155975,15.899585
784,8.375758,3.9131546
785,8.485164,4.695278
786,-7.8909883,-6.1336536
787,26.968338,0.074026264
788,-38.806892,-17.065987
789,-6.0344954,-2.4094813
790,13.394107,5.519495
791,25.685202,30.493565
792,14.938139,6.665132
793,-32.477108,-16.18741
794,-30.21116,24.06175
795,-34.91586,15.716866
796,-35.744553,-13.713271
797,-42.946857,-7.027991
798,-43.94588,-11.649016
799,-27.282093,24.824263
800,5.9344,47.67821
801,-42.808205,-3.3373914
802,-39.2439,-16.559467
803,-10.324956,-2.3164272
804,-40.367283,-11.270966
805,12.622896,8.349313
806,-4.80118,-5.97333
807,-20.037086,-14.238896
808,-15.421336,-14.917955
809,-33.281517,18.318071
810,6.144441,-24.703226
811,5.971631,46.81298
812,-37.730503,-14.862961
813,1.4441687,54.351883
814,19.230768,4.5691433
815,10.989148,42.26707
816,-30.758636,23.547213
817,3.8837698,47.940407
818,-19.088688,34.33289
819,-24.400333,28.324934
820,-30.684132,-20.652342
821,23.635048,0.15426864
822,-18.036747,35.44206
823,-27.274284,24.760166
824,25.742914,-34.446957
825,-40.147533,12.128284
826,-45.113293,3.0370858
827,-42.914837,-3.4839723
828,35.85225,-25.908005
829,8.085039,-26.916962
830,27.562223,27.553284
831,28.344313,22.671824
832,-9.733855,-2.6028032
833,-7.0762825,-3.6364334
834,-34.556717,-17.08103
835,11.680849,-33.95338
836,-39.215775,15.608611
837,34.66474,-21.6956
838,30.12045,-8.129449
839,-33.909187,19.359766
840,27.6935,-1.2960718
841,-45.7646,-0.34230435
842,-22.166323,-13.032063
843,23.135273,-34.314075
844,-35.722263,18.578491
845,-16.619072,-17.919157
846,5.1252418,2.8471622
847,8.632016,6.010961
848,3.1921966,51.312386
849,-21.847439,30.707697
850,-34.826916,-15.096346
851,-19.027912,33.97074
852,14.110601,1.9827912
853,-21.544386,-18.007284
854,23.222628,33.033566
855,25.65215,30.615992
856,0.60226285,2.870278
857,27.926353,1.2798867
858,-18.376936,-11.04782
859,2.8080869,52.12498
860,-2.1653812,2.5085368
861,27.175686,1.4473922
862,-38.55376,16.529276
863,-19.38197,33.592545
864,-15.606414,-12.3891735
865,34.223434,-3.04181
866,-39.672062,-16.580404
867,10.050212,6.795605
868,-36.121822,18.215685
869,5.8510246,47.855667
870,-42.97168,-11.57738
871,6.5898876,-26.2677
872,32.502148,-2.9446716
873,-25.631275,-19.572641
874,-44.666492,1.3431298
875,1.2134761,53.536846
876,5.4282427,49.116524
877,26.043024,-4.24786
878,16.006762,-33.992603
879,6.400388,50.33986
880,30.687782,-6.4051356
881,-0.7654329,53.560047
882,31.707304,-6.3383837
883,-17.606438,-12.731767
884,-26.756655,-17.580345
885,31.108053,-28.537682
886,29.83618,22.684628
887,-31.660994,-17.412426
888,35.119053,-11.861165
889,27.799397,27.470533
890,2.5517163,4.9604473
891,4.4683833,49.39555
892,28.84781,23.70915
893,12.630419,40.187664
894,9.390873,-31.462366
895,20.74778,-36.10503
896,-2.0576324,-2.546879
897,-11.997637,-10.752776
898,-33.652042,-20.004942
899,15.690213,-35.236835
900,31.661263,-2.0971224
901,30.341124,-4.776392
902,-33.30495,-20.640032
903,7.536636,-26.815321
904,35.154358,-20.750841
905,-27.694685,-14.793151
906,4.519057,47.708828
907,32.432945,-11.581356
908,22.421974,5.0466156
909,-16.405304,-14.511628
910,2.0772738,50.228992
911,30.463194,-26.063864
912,-27.69927,-15.771931
913,31.387156,-31.348072
914,-3.8777177,2.429125
915,-6.1438875,1.8367507
916,32.507114,-10.544684
917,27.408354,-0.09551939
918,-33.3759,18.879997
919,21.12961,35.203697
920,18.214394,36.063232
921,36.78588,-24.32414
922,-13.693311,-9.838812
923,-43.240772,-4.1499386
924,36.46824,-8.235149
925,9.757575,-32.116665
926,19.229603,-34.82788
927,-44.36712,-7.847107
928,9.254366,4.162023
929,6.2055287,-28.380438
930,-8.268639,-8.341833
931,-46.47823,4.3927393
932,37.680317,-21.453722
933,4.0334315,-24.23262
934,33.43774,-9.083404
935,13.919895,8.354773
936,-25.812672,-19.834658
937,31.72583,1.5865178
938,-47.604424,-3.6205745
939,17.070131,-37.06911
940,8.292989,49.32324
941,-30.259394,24.733557
942,20.891565,5.9426565
943,25.710026,0.8779895
944,13.058322,-33.13188
945,-14.611552,-11.453669
946,-5.2505684,2.540585
947,35.09572,-5.4233174
948,16.336628,37.823257
949,-20.692593,-10.786042
950,35.49089,-24.069372
951,-46.972412,-1.010393
952,-36.99007,-14.428392
953,31.282024,-0.024573341
954,-10.10106,-6.547041
955,35.899647,-20.060213
956,6.514632,47.978424
957,28.638126,-2.1732423
958,-44.877655,1.3770384
959,-40.723877,9.713952
960,28.574108,24.500317
961,-28.28287,-20.68165
962,-0.22297151,-3.920419
963,13.594776,39.93362
964,5.5286074,-24.057714
965,3.580421,51.211967
966,1.7099593,52.512093
967,0.86938965,52.780605
968,-40.881733,10.857069
969,27.677328,27.826849
970,35.17201,-22.045479
971,19.90637,2.4867136
972,-45.93067,-4.7093143
973,6.3397207,-24.273272
974,-23.385038,-20.177757
975,2.7722259,51.67482
976,-24.75387,28.046057
977,34.919468,-19.40275
978,-34.782494,-19.26306
979,-46.77464,-3.9949977
980,5.68955,46.154118
981,23.571314,31.876665
982,7.455164,-27.82232
983,-42.333294,7.147666
984,-10.954562,-12.354554
985,34.342037,-27.88781
986,36.92813,-18.201061
987,39.01073,-15.381103
988,28.637953,21.083216
989,35.664467,-25.137388
990,-33.229458,18.330744
991,28.609062,4.7476954
992,-38.93955,-12.747219
993,21.24257,-35.295265
994,-3.1487305,0.4751789
995,-36.345108,-15.864239
996,-30.638792,-21.06804
997,28.609062,4.7476954
998,-27.053755,-21.997337
999,35.382957,-9.339587
1000,1.1734132,53.476887
1001,-43.423157,11.394763
1002,36.386326,-12.303902
1003,0.2884381,0.46981162
1004,10.045167,5.3252926
1005,29.230024,-32.84969
1006,28.580793,-29.627966
1007,4.704446,-23.24097
1008,17.18693,38.758137
1009,-26.440844,26.193954
1010,2.4703677,52.298527
1011,28.609062,4.7476954
1012,35.267315,-12.694573
1013,17.56725,6.313575
1014,13.78468,6.158824
1015,-43.364937,3.8880725
1016,-45.487137,-6.870617
1017,-23.98158,-19.559431
1018,33.4622,-4.165721
1019,7.364355,6.8716817
1020,27.539328,-32.9194
1021,4.38505,49.549732
1022,-40.00426,-16.263176
1023,26.087774,0.45097643
1024,1.2107345,52.07458
1025,-29.13324,23.080563
1026,13.435922,2.927587
1027,3.91758,50.294003
1028,-46.27942,-7.3064866
1029,-22.646017,30.583036
1030,21.004534,-33.749035
1031,12.408123,-34.484055
1032,34.718533,-2.3485253
1033,32.836517,-30.651508
1034,28.727886,27.074522
1035,4.513819,48.206326
1036,-7.8441033,-1.2831769
1037,32.467266,1.5066445
1038,-34.885174,18.76343
1039,12.063058,7.096109
1040,-26.498037,-15.573009
1041,-26.594608,-20.79962
1042,9.421121,-31.945103
1043,29.241829,-31.539131
1044,17.940681,6.070422
